"TeamA","TeamB","prob","rand","winA","nameA","nameB"
1425,1438,1,0.70789,1,"USC","Virginia"
1201,1438,0.948,0.79261,1,"Fresno St","Virginia"
1214,1438,0.645,0.53613,1,"Hampton","Virginia"
1112,1438,1,0.11343,1,"Arizona","Virginia"
1124,1438,1,0.61658,1,"Baylor","Virginia"
1143,1438,1,0.81034,1,"California","Virginia"
1396,1438,0.002,0.25102,0,"Temple","Virginia"
1355,1438,0.928,0.11983,1,"S Dakota St","Virginia"
1277,1438,1,0.77278,1,"Michigan St","Virginia"
1400,1438,0.855,0.73456,1,"Texas","Virginia"
1167,1438,0,0.66449,0,"CS Bakersfield","Virginia"
1452,1438,1,0.63279,1,"West Virginia","Virginia"
1153,1438,0.969,0.09726,1,"Cincinnati","Virginia"
1173,1438,0.931,0.05425,1,"Dayton","Virginia"
1453,1438,1,0.78632,1,"WI Green Bay","Virginia"
1333,1438,0.066,0.99615,0,"Oregon St","Virginia"
1421,1438,0.825,0.84529,0,"UNC Asheville","Virginia"
1338,1438,0.794,0.67493,1,"Pittsburgh","Virginia"
1451,1438,0.928,0.7569,1,"Weber St","Virginia"
1195,1463,0.724,0.02696,1,"FL Gulf Coast","Yale"
1455,1463,1,0.99747,1,"Wichita St","Yale"
1221,1463,1,0.45609,1,"Holy Cross","Yale"
1276,1463,0.567,0.45424,1,"Michigan","Yale"
1114,1463,0.376,0.98558,0,"Ark Little Rock","Yale"
1139,1463,1,0.58045,1,"Butler","Yale"
1163,1463,1,0.47267,1,"Connecticut","Yale"
1181,1463,1,0.9821,1,"Duke","Yale"
1211,1463,1,0.38454,1,"Gonzaga","Yale"
1231,1463,1,0.7795,1,"Indiana","Yale"
1235,1463,0.663,0.44015,1,"Iowa St","Yale"
1242,1463,1,0.70358,1,"Kansas","Yale"
1246,1463,1,0.86934,1,"Kentucky","Yale"
1274,1463,1,0.1073,1,"Miami FL","Yale"
1314,1463,1,0.50224,1,"North Carolina","Yale"
1344,1463,1,0.33101,1,"Providence","Yale"
1428,1463,1,0.82649,1,"Utah","Yale"
1438,1463,1,0.49513,1,"Virginia","Yale"
1218,1463,1,0.08216,1,"Hawaii","Yale"
1234,1463,1,0.24433,1,"Iowa","Yale"
1268,1463,1,0.50657,1,"Maryland","Yale"
1292,1463,0.671,0.06966,1,"MTSU","Yale"
1320,1463,1,0.12307,1,"Northern Iowa","Yale"
1323,1463,1,0.15922,1,"Notre Dame","Yale"
1328,1463,1,0.8653,1,"Oklahoma","Yale"
1332,1463,1,0.77739,1,"Oregon","Yale"
1372,1463,1,0.97863,1,"SF Austin","Yale"
1386,1463,1,0.48296,1,"St Joseph's PA","Yale"
1393,1463,1,0.46682,1,"Syracuse","Yale"
1401,1463,1,0.7046,1,"Texas A&M","Yale"
1433,1463,1,0.09389,1,"VA Commonwealth","Yale"
1437,1463,1,0.08259,1,"Villanova","Yale"
1458,1463,1,0.2923,1,"Wisconsin","Yale"
1462,1463,1,0.76786,1,"Xavier","Yale"
1192,1463,1,0.15876,1,"F Dickinson","Yale"
1435,1463,1,0.8904,1,"Vanderbilt","Yale"
1380,1463,1,0.23599,1,"Southern Univ","Yale"
1409,1463,1,0.89588,1,"Tulsa","Yale"
1345,1463,1,0.55518,1,"Purdue","Yale"
1403,1463,1,0.13204,1,"Texas Tech","Yale"
1160,1463,1,0.92006,1,"Colorado","Yale"
1423,1463,1,0.88222,1,"UNC Wilmington","Yale"
1371,1463,1,0.66472,1,"Seton Hall","Yale"
1151,1463,1,0.13142,1,"Chattanooga","Yale"
1233,1463,1,0.37538,1,"Iona","Yale"
1122,1463,1,0.21492,1,"Austin Peay","Yale"
1392,1463,0.868,0.67384,1,"Stony Brook","Yale"
1138,1463,1,0.73461,1,"Buffalo","Yale"
1425,1463,1,0.04139,1,"USC","Yale"
1201,1463,1,0.68191,1,"Fresno St","Yale"
1214,1463,1,0.88492,1,"Hampton","Yale"
1112,1463,1,0.81389,1,"Arizona","Yale"
1124,1463,1,0.42581,1,"Baylor","Yale"
1143,1463,1,0.74603,1,"California","Yale"
1396,1463,0.563,0.00881,1,"Temple","Yale"
1355,1463,1,0.40969,1,"S Dakota St","Yale"
1277,1463,1,0.67658,1,"Michigan St","Yale"
1400,1463,1,0.21678,1,"Texas","Yale"
1167,1463,0.993,0.55414,1,"CS Bakersfield","Yale"
1452,1463,1,0.58601,1,"West Virginia","Yale"
1153,1463,1,0.68291,1,"Cincinnati","Yale"
1173,1463,1,0.03237,1,"Dayton","Yale"
1453,1463,1,0.36927,1,"WI Green Bay","Yale"
1333,1463,1,0.90756,1,"Oregon St","Yale"
1421,1463,1,0.73034,1,"UNC Asheville","Yale"
1338,1463,1,0.95929,1,"Pittsburgh","Yale"
1451,1463,1,0.65938,1,"Weber St","Yale"
1195,1218,0.041,0.90062,0,"FL Gulf Coast","Hawaii"
1455,1218,0,0.29762,0,"Wichita St","Hawaii"
1221,1218,0.002,0.33115,0,"Holy Cross","Hawaii"
1276,1218,0.694,0.70723,0,"Michigan","Hawaii"
1114,1218,0,0.58365,0,"Ark Little Rock","Hawaii"
1139,1218,1,0.6472,1,"Butler","Hawaii"
1163,1218,0.896,0.61321,1,"Connecticut","Hawaii"
1181,1218,1,0.41512,1,"Duke","Hawaii"
1211,1218,0.847,0.8198,1,"Gonzaga","Hawaii"
1231,1218,0.858,0.28182,1,"Indiana","Hawaii"
1235,1218,0.886,0.14225,1,"Iowa St","Hawaii"
1242,1218,1,0.02221,1,"Kansas","Hawaii"
1246,1218,1,0.8286,1,"Kentucky","Hawaii"
1274,1218,0.998,0.50384,1,"Miami FL","Hawaii"
1314,1218,0.448,0.72937,0,"North Carolina","Hawaii"
1344,1218,1,0.48211,1,"Providence","Hawaii"
1428,1218,0.915,0.78748,1,"Utah","Hawaii"
1438,1218,0.079,0.17078,0,"Virginia","Hawaii"
1463,1218,0,0.29523,0,"Yale","Hawaii"
1234,1218,0.915,0.56708,1,"Iowa","Hawaii"
1268,1218,0.8,0.62432,1,"Maryland","Hawaii"
1292,1218,0.496,0.95337,0,"MTSU","Hawaii"
1320,1218,0.004,0.30472,0,"Northern Iowa","Hawaii"
1323,1218,0.724,0.48127,1,"Notre Dame","Hawaii"
1328,1218,0.847,0.37396,1,"Oklahoma","Hawaii"
1332,1218,1,0.30573,1,"Oregon","Hawaii"
1372,1218,0.402,0.98013,0,"SF Austin","Hawaii"
1386,1218,1,0.4654,1,"St Joseph's PA","Hawaii"
1393,1218,0.001,0.44493,0,"Syracuse","Hawaii"
1401,1218,0.915,0.08845,1,"Texas A&M","Hawaii"
1433,1218,0.665,0.60666,1,"VA Commonwealth","Hawaii"
1437,1218,0.994,0.50795,1,"Villanova","Hawaii"
1458,1218,0,0.28204,0,"Wisconsin","Hawaii"
1462,1218,1,0.23745,1,"Xavier","Hawaii"
1192,1218,0.12,0.35247,0,"F Dickinson","Hawaii"
1435,1218,0.873,0.19807,1,"Vanderbilt","Hawaii"
1380,1218,0,0.98263,0,"Southern Univ","Hawaii"
1409,1218,0.113,0.06947,1,"Tulsa","Hawaii"
1345,1218,0.994,0.70744,1,"Purdue","Hawaii"
1403,1218,0,0.35378,0,"Texas Tech","Hawaii"
1160,1218,1,0.52408,1,"Colorado","Hawaii"
1423,1218,0.018,0.4586,0,"UNC Wilmington","Hawaii"
1371,1218,0.448,0.41276,1,"Seton Hall","Hawaii"
1151,1218,1,0.77357,1,"Chattanooga","Hawaii"
1233,1218,0.831,0.21984,1,"Iona","Hawaii"
1122,1218,0.997,0.47839,1,"Austin Peay","Hawaii"
1392,1218,0.05,0.67799,0,"Stony Brook","Hawaii"
1138,1218,1,0.03664,1,"Buffalo","Hawaii"
1425,1218,0.914,0.30227,1,"USC","Hawaii"
1201,1218,0.038,0.4353,0,"Fresno St","Hawaii"
1214,1218,0,0.38562,0,"Hampton","Hawaii"
1112,1218,1,0.06677,1,"Arizona","Hawaii"
1124,1218,0.376,0.1733,1,"Baylor","Hawaii"
1143,1218,0.592,0.17211,1,"California","Hawaii"
1396,1218,0.828,0.01587,1,"Temple","Hawaii"
1355,1218,1,0.44221,1,"S Dakota St","Hawaii"
1277,1218,0.68,0.36044,1,"Michigan St","Hawaii"
1400,1218,0.053,0.73989,0,"Texas","Hawaii"
1167,1218,0,0.76563,0,"CS Bakersfield","Hawaii"
1452,1218,0.999,0.02068,1,"West Virginia","Hawaii"
1153,1218,0.909,0.49376,1,"Cincinnati","Hawaii"
1173,1218,0.236,0.62137,0,"Dayton","Hawaii"
1453,1218,1,0.98299,1,"WI Green Bay","Hawaii"
1333,1218,0,0.94593,0,"Oregon St","Hawaii"
1421,1218,0.504,0.50038,1,"UNC Asheville","Hawaii"
1338,1218,0.054,0.60107,0,"Pittsburgh","Hawaii"
1451,1218,0.019,0.60524,0,"Weber St","Hawaii"
1195,1234,0,0.67662,0,"FL Gulf Coast","Iowa"
1455,1234,0.761,0.20303,1,"Wichita St","Iowa"
1221,1234,0,0.81097,0,"Holy Cross","Iowa"
1276,1234,0.099,0.58238,0,"Michigan","Iowa"
1114,1234,0,0.038,0,"Ark Little Rock","Iowa"
1139,1234,0.997,0.91152,1,"Butler","Iowa"
1163,1234,0.977,0.40305,1,"Connecticut","Iowa"
1181,1234,1,0.91789,1,"Duke","Iowa"
1211,1234,1,0.74992,1,"Gonzaga","Iowa"
1231,1234,1,0.36893,1,"Indiana","Iowa"
1235,1234,0.835,0.87624,0,"Iowa St","Iowa"
1242,1234,1,0.82132,1,"Kansas","Iowa"
1246,1234,0.999,0.62979,1,"Kentucky","Iowa"
1274,1234,0.462,0.20237,1,"Miami FL","Iowa"
1314,1234,0.999,0.79119,1,"North Carolina","Iowa"
1344,1234,0.804,0.4233,1,"Providence","Iowa"
1428,1234,1,0.53954,1,"Utah","Iowa"
1438,1234,0,0.26102,0,"Virginia","Iowa"
1463,1234,0,0.56381,0,"Yale","Iowa"
1218,1234,0.611,0.74498,0,"Hawaii","Iowa"
1268,1234,0.004,0.61874,0,"Maryland","Iowa"
1292,1234,0,0.94497,0,"MTSU","Iowa"
1320,1234,0.002,0.26292,0,"Northern Iowa","Iowa"
1323,1234,0.851,0.70222,1,"Notre Dame","Iowa"
1328,1234,1,0.00497,1,"Oklahoma","Iowa"
1332,1234,0.998,0.54739,1,"Oregon","Iowa"
1372,1234,0,0.9797,0,"SF Austin","Iowa"
1386,1234,1,0.25222,1,"St Joseph's PA","Iowa"
1393,1234,0,0.05857,0,"Syracuse","Iowa"
1401,1234,1,0.33796,1,"Texas A&M","Iowa"
1433,1234,1,0.71192,1,"VA Commonwealth","Iowa"
1437,1234,1,0.95616,1,"Villanova","Iowa"
1458,1234,0.462,0.83446,0,"Wisconsin","Iowa"
1462,1234,1,0.49564,1,"Xavier","Iowa"
1192,1234,0,0.16682,0,"F Dickinson","Iowa"
1435,1234,0.928,0.51743,1,"Vanderbilt","Iowa"
1380,1234,0,0.85408,0,"Southern Univ","Iowa"
1409,1234,0.502,0.92605,0,"Tulsa","Iowa"
1345,1234,1,0.76376,1,"Purdue","Iowa"
1403,1234,0.462,0.67401,0,"Texas Tech","Iowa"
1160,1234,0.681,0.83097,0,"Colorado","Iowa"
1423,1234,0,0.70878,0,"UNC Wilmington","Iowa"
1371,1234,0.998,0.70428,1,"Seton Hall","Iowa"
1151,1234,0.575,0.69717,0,"Chattanooga","Iowa"
1233,1234,1,0.56714,1,"Iona","Iowa"
1122,1234,0.435,0.26459,1,"Austin Peay","Iowa"
1392,1234,0,0.8272,0,"Stony Brook","Iowa"
1138,1234,0.904,0.24841,1,"Buffalo","Iowa"
1425,1234,1,0.30405,1,"USC","Iowa"
1201,1234,0.483,0.22542,1,"Fresno St","Iowa"
1214,1234,0.499,0.76954,0,"Hampton","Iowa"
1112,1234,0.999,0.93872,1,"Arizona","Iowa"
1124,1234,0.992,0.97761,1,"Baylor","Iowa"
1143,1234,0.999,0.72433,1,"California","Iowa"
1396,1234,0,0.47084,0,"Temple","Iowa"
1355,1234,0.618,0.09317,1,"S Dakota St","Iowa"
1277,1234,1,0.58966,1,"Michigan St","Iowa"
1400,1234,0.561,0.5777,0,"Texas","Iowa"
1167,1234,0,0.31477,0,"CS Bakersfield","Iowa"
1452,1234,0.999,0.81534,1,"West Virginia","Iowa"
1153,1234,0,0.87542,0,"Cincinnati","Iowa"
1173,1234,0.627,0.93563,0,"Dayton","Iowa"
1453,1234,1,0.88836,1,"WI Green Bay","Iowa"
1333,1234,0,0.71801,0,"Oregon St","Iowa"
1421,1234,0.409,0.27696,1,"UNC Asheville","Iowa"
1338,1234,0.179,0.51112,0,"Pittsburgh","Iowa"
1451,1234,0.767,0.47142,1,"Weber St","Iowa"
1195,1268,0,0.9547,0,"FL Gulf Coast","Maryland"
1455,1268,0,0.64057,0,"Wichita St","Maryland"
1221,1268,0,0.67433,0,"Holy Cross","Maryland"
1276,1268,0.617,0.65095,0,"Michigan","Maryland"
1114,1268,0,0.30713,0,"Ark Little Rock","Maryland"
1139,1268,0.998,0.61085,1,"Butler","Maryland"
1163,1268,0.484,0.53891,0,"Connecticut","Maryland"
1181,1268,1,0.25204,1,"Duke","Maryland"
1211,1268,1,0.40311,1,"Gonzaga","Maryland"
1231,1268,0.377,0.08205,1,"Indiana","Maryland"
1235,1268,0.867,0.305,1,"Iowa St","Maryland"
1242,1268,1,0.3399,1,"Kansas","Maryland"
1246,1268,1,0.2897,1,"Kentucky","Maryland"
1274,1268,0.683,0.13297,1,"Miami FL","Maryland"
1314,1268,1,0.09446,1,"North Carolina","Maryland"
1344,1268,0.868,0.51368,1,"Providence","Maryland"
1428,1268,1,0.15683,1,"Utah","Maryland"
1438,1268,0,0.07932,0,"Virginia","Maryland"
1463,1268,0,0.56029,0,"Yale","Maryland"
1218,1268,0.834,0.35112,1,"Hawaii","Maryland"
1234,1268,0.996,0.46367,1,"Iowa","Maryland"
1292,1268,0,0.49948,0,"MTSU","Maryland"
1320,1268,0.004,0.3506,0,"Northern Iowa","Maryland"
1323,1268,0.055,0.24215,0,"Notre Dame","Maryland"
1328,1268,1,0.23728,1,"Oklahoma","Maryland"
1332,1268,1,0.93123,1,"Oregon","Maryland"
1372,1268,0,0.68644,0,"SF Austin","Maryland"
1386,1268,1,0.56574,1,"St Joseph's PA","Maryland"
1393,1268,0.004,0.46796,0,"Syracuse","Maryland"
1401,1268,1,0.55033,1,"Texas A&M","Maryland"
1433,1268,1,0.17328,1,"VA Commonwealth","Maryland"
1437,1268,1,0.29049,1,"Villanova","Maryland"
1458,1268,0.001,0.17045,0,"Wisconsin","Maryland"
1462,1268,1,0.91187,1,"Xavier","Maryland"
1192,1268,0.002,0.84309,0,"F Dickinson","Maryland"
1435,1268,1,0.16157,1,"Vanderbilt","Maryland"
1380,1268,0,0.92827,0,"Southern Univ","Maryland"
1409,1268,0,0.58281,0,"Tulsa","Maryland"
1345,1268,1,0.61008,1,"Purdue","Maryland"
1403,1268,0.611,0.64761,0,"Texas Tech","Maryland"
1160,1268,0.725,0.70931,1,"Colorado","Maryland"
1423,1268,0,0.61141,0,"UNC Wilmington","Maryland"
1371,1268,0.999,0.29889,1,"Seton Hall","Maryland"
1151,1268,0.849,0.76274,1,"Chattanooga","Maryland"
1233,1268,0.981,0.88734,1,"Iona","Maryland"
1122,1268,0.284,0.29132,0,"Austin Peay","Maryland"
1392,1268,0,0.89235,0,"Stony Brook","Maryland"
1138,1268,1,0.70787,1,"Buffalo","Maryland"
1425,1268,1,0.11713,1,"USC","Maryland"
1201,1268,0.652,0.93796,0,"Fresno St","Maryland"
1214,1268,0.494,0.78593,0,"Hampton","Maryland"
1112,1268,1,0.04592,1,"Arizona","Maryland"
1124,1268,0.999,0.97826,1,"Baylor","Maryland"
1143,1268,0.999,0.19469,1,"California","Maryland"
1396,1268,0,0.17819,0,"Temple","Maryland"
1355,1268,0.776,0.77725,0,"S Dakota St","Maryland"
1277,1268,0.728,0.79767,0,"Michigan St","Maryland"
1400,1268,0,0.51635,0,"Texas","Maryland"
1167,1268,0,0.00607,0,"CS Bakersfield","Maryland"
1452,1268,0.999,0.66484,1,"West Virginia","Maryland"
1153,1268,0,0.19349,0,"Cincinnati","Maryland"
1173,1268,0.002,0.87703,0,"Dayton","Maryland"
1453,1268,1,0.09335,1,"WI Green Bay","Maryland"
1333,1268,0,0.70751,0,"Oregon St","Maryland"
1421,1268,0.513,0.57879,0,"UNC Asheville","Maryland"
1338,1268,0.764,0.27455,1,"Pittsburgh","Maryland"
1451,1268,0.631,0.98055,0,"Weber St","Maryland"
1195,1292,0.998,0.03644,1,"FL Gulf Coast","MTSU"
1455,1292,0.871,0.50523,1,"Wichita St","MTSU"
1221,1292,0.193,0.05265,1,"Holy Cross","MTSU"
1276,1292,1,0.82481,1,"Michigan","MTSU"
1114,1292,0,0.21246,0,"Ark Little Rock","MTSU"
1139,1292,0.999,0.63976,1,"Butler","MTSU"
1163,1292,1,0.97923,1,"Connecticut","MTSU"
1181,1292,1,0.63058,1,"Duke","MTSU"
1211,1292,1,0.30761,1,"Gonzaga","MTSU"
1231,1292,1,0.18195,1,"Indiana","MTSU"
1235,1292,0.912,0.59038,1,"Iowa St","MTSU"
1242,1292,1,0.38388,1,"Kansas","MTSU"
1246,1292,1,0.97004,1,"Kentucky","MTSU"
1274,1292,1,0.9132,1,"Miami FL","MTSU"
1314,1292,1,0.87491,1,"North Carolina","MTSU"
1344,1292,1,0.50275,1,"Providence","MTSU"
1428,1292,1,0.47234,1,"Utah","MTSU"
1438,1292,1,0.36149,1,"Virginia","MTSU"
1463,1292,0.19,0.35965,0,"Yale","MTSU"
1218,1292,0.839,0.01139,1,"Hawaii","MTSU"
1234,1292,1,0.55616,1,"Iowa","MTSU"
1268,1292,1,0.69254,1,"Maryland","MTSU"
1320,1292,0.86,0.01142,1,"Northern Iowa","MTSU"
1323,1292,1,0.45283,1,"Notre Dame","MTSU"
1328,1292,1,0.69038,1,"Oklahoma","MTSU"
1332,1292,1,0.55626,1,"Oregon","MTSU"
1372,1292,0.42,0.66985,0,"SF Austin","MTSU"
1386,1292,1,0.9251,1,"St Joseph's PA","MTSU"
1393,1292,0.759,0.37866,1,"Syracuse","MTSU"
1401,1292,1,0.7881,1,"Texas A&M","MTSU"
1433,1292,1,0.08009,1,"VA Commonwealth","MTSU"
1437,1292,1,0.91964,1,"Villanova","MTSU"
1458,1292,0.783,0.56915,1,"Wisconsin","MTSU"
1462,1292,1,0.38779,1,"Xavier","MTSU"
1192,1292,0.998,0.08264,1,"F Dickinson","MTSU"
1435,1292,1,0.50553,1,"Vanderbilt","MTSU"
1380,1292,0.749,0.95105,0,"Southern Univ","MTSU"
1409,1292,0.908,0.21726,1,"Tulsa","MTSU"
1345,1292,1,0.03982,1,"Purdue","MTSU"
1403,1292,0.749,0.38664,1,"Texas Tech","MTSU"
1160,1292,1,0.61519,1,"Colorado","MTSU"
1423,1292,0.997,0.56156,1,"UNC Wilmington","MTSU"
1371,1292,1,0.97661,1,"Seton Hall","MTSU"
1151,1292,0.999,0.32917,1,"Chattanooga","MTSU"
1233,1292,1,0.12936,1,"Iona","MTSU"
1122,1292,0.999,0.69608,1,"Austin Peay","MTSU"
1392,1292,0.924,0.84026,1,"Stony Brook","MTSU"
1138,1292,1,0.64534,1,"Buffalo","MTSU"
1425,1292,1,0.16416,1,"USC","MTSU"
1201,1292,1,0.49809,1,"Fresno St","MTSU"
1214,1292,0.814,0.15733,1,"Hampton","MTSU"
1112,1292,1,0.52437,1,"Arizona","MTSU"
1124,1292,0.999,0.66238,1,"Baylor","MTSU"
1143,1292,1,0.24975,1,"California","MTSU"
1396,1292,0,0.37142,0,"Temple","MTSU"
1355,1292,0.847,0.959,0,"S Dakota St","MTSU"
1277,1292,1,0.6967,1,"Michigan St","MTSU"
1400,1292,0.835,0.7714,1,"Texas","MTSU"
1167,1292,0.144,0.58897,0,"CS Bakersfield","MTSU"
1452,1292,0.999,0.15555,1,"West Virginia","MTSU"
1153,1292,1,0.90539,1,"Cincinnati","MTSU"
1173,1292,1,0.73218,1,"Dayton","MTSU"
1453,1292,1,0.9699,1,"WI Green Bay","MTSU"
1333,1292,0.129,0.1335,0,"Oregon St","MTSU"
1421,1292,0.986,0.83547,1,"UNC Asheville","MTSU"
1338,1292,0.999,0.451,1,"Pittsburgh","MTSU"
1451,1292,0.753,0.51378,1,"Weber St","MTSU"
1195,1320,0.581,0.47823,1,"FL Gulf Coast","Northern Iowa"
1455,1320,0.999,0.75284,1,"Wichita St","Northern Iowa"
1221,1320,0.79,0.23566,1,"Holy Cross","Northern Iowa"
1276,1320,0.264,0.5464,0,"Michigan","Northern Iowa"
1114,1320,0,0.82848,0,"Ark Little Rock","Northern Iowa"
1139,1320,0.999,0.5062,1,"Butler","Northern Iowa"
1163,1320,1,0.66822,1,"Connecticut","Northern Iowa"
1181,1320,1,0.56875,1,"Duke","Northern Iowa"
1211,1320,1,0.41891,1,"Gonzaga","Northern Iowa"
1231,1320,1,0.92166,1,"Indiana","Northern Iowa"
1235,1320,0.278,0.81849,0,"Iowa St","Northern Iowa"
1242,1320,1,0.74952,1,"Kansas","Northern Iowa"
1246,1320,1,0.9249,1,"Kentucky","Northern Iowa"
1274,1320,0.999,0.0144,1,"Miami FL","Northern Iowa"
1314,1320,1,0.32166,1,"North Carolina","Northern Iowa"
1344,1320,1,0.86178,1,"Providence","Northern Iowa"
1428,1320,1,0.41248,1,"Utah","Northern Iowa"
1438,1320,0.997,0.09884,1,"Virginia","Northern Iowa"
1463,1320,0,0.2089,0,"Yale","Northern Iowa"
1218,1320,0.999,0.84609,1,"Hawaii","Northern Iowa"
1234,1320,1,0.55715,1,"Iowa","Northern Iowa"
1268,1320,1,0.79194,1,"Maryland","Northern Iowa"
1292,1320,0.142,0.35885,0,"MTSU","Northern Iowa"
1323,1320,1,0.62341,1,"Notre Dame","Northern Iowa"
1328,1320,1,0.07182,1,"Oklahoma","Northern Iowa"
1332,1320,0.999,0.44135,1,"Oregon","Northern Iowa"
1372,1320,0.776,0.6385,1,"SF Austin","Northern Iowa"
1386,1320,1,0.96684,1,"St Joseph's PA","Northern Iowa"
1393,1320,1,0.22261,1,"Syracuse","Northern Iowa"
1401,1320,1,0.54726,1,"Texas A&M","Northern Iowa"
1433,1320,1,0.14292,1,"VA Commonwealth","Northern Iowa"
1437,1320,1,0.05174,1,"Villanova","Northern Iowa"
1458,1320,0.521,0.15623,1,"Wisconsin","Northern Iowa"
1462,1320,1,0.80494,1,"Xavier","Northern Iowa"
1192,1320,0.999,0.75492,1,"F Dickinson","Northern Iowa"
1435,1320,1,0.27713,1,"Vanderbilt","Northern Iowa"
1380,1320,0.994,0.71787,1,"Southern Univ","Northern Iowa"
1409,1320,0.999,0.89554,1,"Tulsa","Northern Iowa"
1345,1320,1,0.47452,1,"Purdue","Northern Iowa"
1403,1320,0.635,0.55625,1,"Texas Tech","Northern Iowa"
1160,1320,1,0.76879,1,"Colorado","Northern Iowa"
1423,1320,0.999,0.63941,1,"UNC Wilmington","Northern Iowa"
1371,1320,1,0.87881,1,"Seton Hall","Northern Iowa"
1151,1320,0.999,0.63183,1,"Chattanooga","Northern Iowa"
1233,1320,1,0.06165,1,"Iona","Northern Iowa"
1122,1320,1,0.9146,1,"Austin Peay","Northern Iowa"
1392,1320,0.143,0.59404,0,"Stony Brook","Northern Iowa"
1138,1320,1,0.03459,1,"Buffalo","Northern Iowa"
1425,1320,1,0.28463,1,"USC","Northern Iowa"
1201,1320,1,0.88315,1,"Fresno St","Northern Iowa"
1214,1320,0.993,0.93853,1,"Hampton","Northern Iowa"
1112,1320,1,0.81053,1,"Arizona","Northern Iowa"
1124,1320,0.999,0.67184,1,"Baylor","Northern Iowa"
1143,1320,1,0.43659,1,"California","Northern Iowa"
1396,1320,0.125,0.78472,0,"Temple","Northern Iowa"
1355,1320,0.998,0.09161,1,"S Dakota St","Northern Iowa"
1277,1320,1,0.2091,1,"Michigan St","Northern Iowa"
1400,1320,0.997,0.33025,1,"Texas","Northern Iowa"
1167,1320,0,0.54706,0,"CS Bakersfield","Northern Iowa"
1452,1320,0.999,0.44634,1,"West Virginia","Northern Iowa"
1153,1320,1,0.40162,1,"Cincinnati","Northern Iowa"
1173,1320,1,0.54715,1,"Dayton","Northern Iowa"
1453,1320,1,0.13821,1,"WI Green Bay","Northern Iowa"
1333,1320,0.001,0.8439,0,"Oregon St","Northern Iowa"
1421,1320,0.996,0.34847,1,"UNC Asheville","Northern Iowa"
1338,1320,0.999,0.99889,1,"Pittsburgh","Northern Iowa"
1451,1320,0.996,0.28105,1,"Weber St","Northern Iowa"
1195,1323,0,0.46899,0,"FL Gulf Coast","Notre Dame"
1455,1323,0.921,0.8633,1,"Wichita St","Notre Dame"
1221,1323,0,0.43669,0,"Holy Cross","Notre Dame"
1276,1323,0.024,0.08958,0,"Michigan","Notre Dame"
1114,1323,0,0.88689,0,"Ark Little Rock","Notre Dame"
1139,1323,0.932,0.42224,1,"Butler","Notre Dame"
1163,1323,1,0.14396,1,"Connecticut","Notre Dame"
1181,1323,1,0.29387,1,"Duke","Notre Dame"
1211,1323,1,0.23014,1,"Gonzaga","Notre Dame"
1231,1323,1,0.91,1,"Indiana","Notre Dame"
1235,1323,0.855,0.08477,1,"Iowa St","Notre Dame"
1242,1323,1,0.48417,1,"Kansas","Notre Dame"
1246,1323,1,0.61953,1,"Kentucky","Notre Dame"
1274,1323,0.435,0.11036,1,"Miami FL","Notre Dame"
1314,1323,1,0.82981,1,"North Carolina","Notre Dame"
1344,1323,0.695,0.50422,1,"Providence","Notre Dame"
1428,1323,1,0.13785,1,"Utah","Notre Dame"
1438,1323,0,0.98603,0,"Virginia","Notre Dame"
1463,1323,0,0.80754,0,"Yale","Notre Dame"
1218,1323,0.749,0.12179,1,"Hawaii","Notre Dame"
1234,1323,0.067,0.11698,0,"Iowa","Notre Dame"
1268,1323,0.797,0.92339,0,"Maryland","Notre Dame"
1292,1323,0.003,0.83805,0,"MTSU","Notre Dame"
1320,1323,0.001,0.47497,0,"Northern Iowa","Notre Dame"
1328,1323,1,0.92713,1,"Oklahoma","Notre Dame"
1332,1323,1,0.2625,1,"Oregon","Notre Dame"
1372,1323,0,0.32477,0,"SF Austin","Notre Dame"
1386,1323,1,0.77073,1,"St Joseph's PA","Notre Dame"
1393,1323,0.002,0.49822,0,"Syracuse","Notre Dame"
1401,1323,1,0.50569,1,"Texas A&M","Notre Dame"
1433,1323,1,0.36201,1,"VA Commonwealth","Notre Dame"
1437,1323,1,0.54028,1,"Villanova","Notre Dame"
1458,1323,0.42,0.21354,1,"Wisconsin","Notre Dame"
1462,1323,1,0.1914,1,"Xavier","Notre Dame"
1192,1323,0,0.23581,0,"F Dickinson","Notre Dame"
1435,1323,0.941,0.28447,1,"Vanderbilt","Notre Dame"
1380,1323,0,0.79172,0,"Southern Univ","Notre Dame"
1409,1323,0.611,0.96092,0,"Tulsa","Notre Dame"
1345,1323,1,0.85993,1,"Purdue","Notre Dame"
1403,1323,0.435,0.49993,0,"Texas Tech","Notre Dame"
1160,1323,0.913,0.40749,1,"Colorado","Notre Dame"
1423,1323,0,0.62604,0,"UNC Wilmington","Notre Dame"
1371,1323,0.998,0.50362,1,"Seton Hall","Notre Dame"
1151,1323,0.891,0.91232,0,"Chattanooga","Notre Dame"
1233,1323,1,0.42069,1,"Iona","Notre Dame"
1122,1323,0.606,0.21259,1,"Austin Peay","Notre Dame"
1392,1323,0,0.55212,0,"Stony Brook","Notre Dame"
1138,1323,0.905,0.00616,1,"Buffalo","Notre Dame"
1425,1323,1,0.68547,1,"USC","Notre Dame"
1201,1323,0.606,0.46897,1,"Fresno St","Notre Dame"
1214,1323,0.74,0.91176,0,"Hampton","Notre Dame"
