"TeamA","TeamB","rand","nameA","nameB"
1222,1397,0.28936,"Houston","Tennessee"
1242,1397,0.65745,"Kansas","Tennessee"
1246,1397,0.45315,"Kentucky","Tennessee"
1260,1397,0.14834,"Loyola-Chicago","Tennessee"
1276,1397,0.98516,"Michigan","Tennessee"
1326,1397,0.13963,"Ohio St","Tennessee"
1348,1397,0.6227,"Rhode Island","Tennessee"
1371,1397,0.0767,"Seton Hall","Tennessee"
1403,1397,0.07503,"Texas Tech","Tennessee"
1437,1397,0.84833,"Villanova","Tennessee"
1120,1397,0.205,"Auburn","Tennessee"
1139,1397,0.50568,"Butler","Tennessee"
1153,1397,0.61538,"Cincinnati","Tennessee"
1155,1397,0.94219,"Clemson","Tennessee"
1199,1397,0.28763,"Florida St","Tennessee"
1243,1397,0.35582,"Kansas St","Tennessee"
1267,1397,0.55106,"Marshall","Tennessee"
1277,1397,0.81071,"Michigan St","Tennessee"
1305,1397,0.69435,"Nevada","Tennessee"
1314,1397,0.03048,"North Carolina","Tennessee"
1345,1397,0.45136,"Purdue","Tennessee"
1401,1397,0.68973,"Texas A&M","Tennessee"
1420,1397,0.27388,"UMBC","Tennessee"
1452,1397,0.92884,"West Virginia","Tennessee"
1462,1397,0.90438,"Xavier","Tennessee"
1254,1397,0.05195,"Long Island","Tennessee"
1417,1397,0.34397,"UCLA","Tennessee"
1113,1397,0.24697,"Arizona St","Tennessee"
1300,1397,0.68623,"NC Central","Tennessee"
1439,1397,0.94066,"Virginia Tech","Tennessee"
1112,1397,0.15467,"Arizona","Tennessee"
1233,1397,0.19216,"Iona","Tennessee"
1422,1397,0.94605,"UNC Greensboro","Tennessee"
1361,1397,0.89848,"San Diego St","Tennessee"
1335,1397,0.70579,"Penn","Tennessee"
1172,1397,0.1054,"Davidson","Tennessee"
1274,1397,0.65315,"Miami FL","Tennessee"
1285,1397,0.85436,"Montana","Tennessee"
1355,1397,0.0165,"S Dakota St","Tennessee"
1328,1397,0.78534,"Oklahoma","Tennessee"
1301,1397,0.04231,"NC State","Tennessee"
1460,1397,0.09731,"Wright St","Tennessee"
1372,1397,0.94293,"SF Austin","Tennessee"
1158,1397,0.70855,"Col Charleston","Tennessee"
1116,1397,0.22074,"Arkansas","Tennessee"
1209,1397,0.10223,"Georgia St","Tennessee"
1308,1397,0.08074,"New Mexico St","Tennessee"
1281,1397,0.26346,"Missouri","Tennessee"
1166,1397,0.75378,"Creighton","Tennessee"
1455,1397,0.92029,"Wichita St","Tennessee"
1137,1397,0.80251,"Bucknell","Tennessee"
1400,1397,0.84231,"Texas","Tennessee"
1252,1397,0.77272,"Lipscomb","Tennessee"
1168,1397,0.16469,"CS Fullerton","Tennessee"
1395,1397,0.05234,"TCU","Tennessee"
1344,1397,0.56784,"Providence","Tennessee"
1438,1397,0.68618,"Virginia","Tennessee"
1293,1397,0.88933,"Murray St","Tennessee"
1347,1403,0.89005,"Radford","Texas Tech"
1382,1403,0.03089,"St Bonaventure","Texas Tech"
1393,1403,0.66618,"Syracuse","Texas Tech"
1411,1403,0.52993,"TX Southern","Texas Tech"
1104,1403,0.15508,"Alabama","Texas Tech"
1138,1403,0.46045,"Buffalo","Texas Tech"
1181,1403,0.18029,"Duke","Texas Tech"
1196,1403,0.30162,"Florida","Texas Tech"
1211,1403,0.08818,"Gonzaga","Texas Tech"
1222,1403,0.30262,"Houston","Texas Tech"
1242,1403,0.12588,"Kansas","Texas Tech"
1246,1403,0.43573,"Kentucky","Texas Tech"
1260,1403,0.27402,"Loyola-Chicago","Texas Tech"
1276,1403,0.56355,"Michigan","Texas Tech"
1326,1403,0.27281,"Ohio St","Texas Tech"
1348,1403,0.40884,"Rhode Island","Texas Tech"
1371,1403,0.03652,"Seton Hall","Texas Tech"
1397,1403,0.843,"Tennessee","Texas Tech"
1437,1403,0.12572,"Villanova","Texas Tech"
1120,1403,0.39684,"Auburn","Texas Tech"
1139,1403,0.99504,"Butler","Texas Tech"
1153,1403,0.72697,"Cincinnati","Texas Tech"
1155,1403,0.90797,"Clemson","Texas Tech"
1199,1403,0.59302,"Florida St","Texas Tech"
1243,1403,0.21195,"Kansas St","Texas Tech"
1267,1403,0.83208,"Marshall","Texas Tech"
1277,1403,0.05888,"Michigan St","Texas Tech"
1305,1403,0.45158,"Nevada","Texas Tech"
1314,1403,0.09453,"North Carolina","Texas Tech"
1345,1403,0.63198,"Purdue","Texas Tech"
1401,1403,0.92791,"Texas A&M","Texas Tech"
1420,1403,0.66263,"UMBC","Texas Tech"
1452,1403,0.66664,"West Virginia","Texas Tech"
1462,1403,0.60262,"Xavier","Texas Tech"
1254,1403,0.04179,"Long Island","Texas Tech"
1417,1403,0.99753,"UCLA","Texas Tech"
1113,1403,0.02827,"Arizona St","Texas Tech"
1300,1403,0.43198,"NC Central","Texas Tech"
1439,1403,0.30632,"Virginia Tech","Texas Tech"
1112,1403,0.51969,"Arizona","Texas Tech"
1233,1403,0.2896,"Iona","Texas Tech"
1422,1403,0.7473,"UNC Greensboro","Texas Tech"
1361,1403,0.42851,"San Diego St","Texas Tech"
1335,1403,0.35089,"Penn","Texas Tech"
1172,1403,0.35498,"Davidson","Texas Tech"
1274,1403,0.88568,"Miami FL","Texas Tech"
1285,1403,0.03492,"Montana","Texas Tech"
1355,1403,0.74186,"S Dakota St","Texas Tech"
1328,1403,0.19791,"Oklahoma","Texas Tech"
1301,1403,0.72184,"NC State","Texas Tech"
1460,1403,0.52982,"Wright St","Texas Tech"
1372,1403,0.46665,"SF Austin","Texas Tech"
1158,1403,0.60437,"Col Charleston","Texas Tech"
1116,1403,0.28471,"Arkansas","Texas Tech"
1209,1403,0.84768,"Georgia St","Texas Tech"
1308,1403,0.82541,"New Mexico St","Texas Tech"
1281,1403,0.26826,"Missouri","Texas Tech"
1166,1403,0.94204,"Creighton","Texas Tech"
1455,1403,0.81619,"Wichita St","Texas Tech"
1137,1403,0.10345,"Bucknell","Texas Tech"
1400,1403,0.819,"Texas","Texas Tech"
1252,1403,0.9471,"Lipscomb","Texas Tech"
1168,1403,0.60853,"CS Fullerton","Texas Tech"
1395,1403,0.37042,"TCU","Texas Tech"
1344,1403,0.22006,"Providence","Texas Tech"
1438,1403,0.13043,"Virginia","Texas Tech"
1293,1403,0.72321,"Murray St","Texas Tech"
1347,1437,0.56693,"Radford","Villanova"
1382,1437,0.77975,"St Bonaventure","Villanova"
1393,1437,0.17072,"Syracuse","Villanova"
1411,1437,0.26708,"TX Southern","Villanova"
1104,1437,0.33728,"Alabama","Villanova"
1138,1437,0.63322,"Buffalo","Villanova"
1181,1437,0.879,"Duke","Villanova"
1196,1437,0.42043,"Florida","Villanova"
1211,1437,0.9956,"Gonzaga","Villanova"
1222,1437,0.29295,"Houston","Villanova"
1242,1437,0.54008,"Kansas","Villanova"
1246,1437,0.54332,"Kentucky","Villanova"
1260,1437,0.05462,"Loyola-Chicago","Villanova"
1276,1437,0.80407,"Michigan","Villanova"
1326,1437,0.64537,"Ohio St","Villanova"
1348,1437,0.28661,"Rhode Island","Villanova"
1371,1437,0.77295,"Seton Hall","Villanova"
1397,1437,0.22209,"Tennessee","Villanova"
1403,1437,0.56639,"Texas Tech","Villanova"
1120,1437,0.41681,"Auburn","Villanova"
1139,1437,0.22416,"Butler","Villanova"
1153,1437,0.17316,"Cincinnati","Villanova"
1155,1437,0.24127,"Clemson","Villanova"
1199,1437,0.0357,"Florida St","Villanova"
1243,1437,0.35489,"Kansas St","Villanova"
1267,1437,0.77202,"Marshall","Villanova"
1277,1437,0.14132,"Michigan St","Villanova"
1305,1437,0.8888,"Nevada","Villanova"
1314,1437,0.68535,"North Carolina","Villanova"
1345,1437,0.79126,"Purdue","Villanova"
1401,1437,0.60919,"Texas A&M","Villanova"
1420,1437,0.01756,"UMBC","Villanova"
1452,1437,0.23148,"West Virginia","Villanova"
1462,1437,0.2244,"Xavier","Villanova"
1254,1437,0.75441,"Long Island","Villanova"
1417,1437,0.19239,"UCLA","Villanova"
1113,1437,0.99934,"Arizona St","Villanova"
1300,1437,0.86388,"NC Central","Villanova"
1439,1437,0.24558,"Virginia Tech","Villanova"
1112,1437,0.98058,"Arizona","Villanova"
1233,1437,0.10579,"Iona","Villanova"
1422,1437,0.33063,"UNC Greensboro","Villanova"
1361,1437,0.27508,"San Diego St","Villanova"
1335,1437,0.10641,"Penn","Villanova"
1172,1437,0.12604,"Davidson","Villanova"
1274,1437,0.39219,"Miami FL","Villanova"
1285,1437,0.58293,"Montana","Villanova"
1355,1437,0.39708,"S Dakota St","Villanova"
1328,1437,0.78511,"Oklahoma","Villanova"
1301,1437,0.40273,"NC State","Villanova"
1460,1437,0.43076,"Wright St","Villanova"
1372,1437,0.99218,"SF Austin","Villanova"
1158,1437,0.29666,"Col Charleston","Villanova"
1116,1437,0.45168,"Arkansas","Villanova"
1209,1437,0.16733,"Georgia St","Villanova"
1308,1437,0.26238,"New Mexico St","Villanova"
1281,1437,0.84779,"Missouri","Villanova"
1166,1437,0.01293,"Creighton","Villanova"
1455,1437,0.85636,"Wichita St","Villanova"
1137,1437,0.2235,"Bucknell","Villanova"
1400,1437,0.99826,"Texas","Villanova"
1252,1437,0.77531,"Lipscomb","Villanova"
1168,1437,0.26515,"CS Fullerton","Villanova"
1395,1437,0.76321,"TCU","Villanova"
1344,1437,0.97836,"Providence","Villanova"
1438,1437,0.48191,"Virginia","Villanova"
1293,1437,0.0793,"Murray St","Villanova"
1347,1120,0.05777,"Radford","Auburn"
1382,1120,0.6494,"St Bonaventure","Auburn"
1393,1120,0.74979,"Syracuse","Auburn"
1411,1120,0.09918,"TX Southern","Auburn"
1104,1120,0.46889,"Alabama","Auburn"
1138,1120,0.70336,"Buffalo","Auburn"
1181,1120,0.09794,"Duke","Auburn"
1196,1120,0.10436,"Florida","Auburn"
1211,1120,0.21835,"Gonzaga","Auburn"
1222,1120,0.86546,"Houston","Auburn"
1242,1120,0.85969,"Kansas","Auburn"
1246,1120,0.80132,"Kentucky","Auburn"
1260,1120,0.90143,"Loyola-Chicago","Auburn"
1276,1120,0.98962,"Michigan","Auburn"
1326,1120,0.04788,"Ohio St","Auburn"
1348,1120,0.44633,"Rhode Island","Auburn"
1371,1120,0.65142,"Seton Hall","Auburn"
1397,1120,0.22812,"Tennessee","Auburn"
1403,1120,0.21988,"Texas Tech","Auburn"
1437,1120,0.28221,"Villanova","Auburn"
1139,1120,0.14702,"Butler","Auburn"
1153,1120,0.87834,"Cincinnati","Auburn"
1155,1120,0.18115,"Clemson","Auburn"
1199,1120,0.33563,"Florida St","Auburn"
1243,1120,0.37977,"Kansas St","Auburn"
1267,1120,0.22278,"Marshall","Auburn"
1277,1120,0.4286,"Michigan St","Auburn"
1305,1120,0.69525,"Nevada","Auburn"
1314,1120,0.23233,"North Carolina","Auburn"
1345,1120,0.97949,"Purdue","Auburn"
1401,1120,0.96116,"Texas A&M","Auburn"
1420,1120,0.60494,"UMBC","Auburn"
1452,1120,0.5496,"West Virginia","Auburn"
1462,1120,0.33503,"Xavier","Auburn"
1254,1120,0.91405,"Long Island","Auburn"
1417,1120,0.60759,"UCLA","Auburn"
1113,1120,0.3006,"Arizona St","Auburn"
1300,1120,0.17234,"NC Central","Auburn"
1439,1120,0.00072,"Virginia Tech","Auburn"
1112,1120,0.28554,"Arizona","Auburn"
1233,1120,0.47586,"Iona","Auburn"
1422,1120,0.1379,"UNC Greensboro","Auburn"
1361,1120,0.31824,"San Diego St","Auburn"
1335,1120,0.985,"Penn","Auburn"
1172,1120,0.52642,"Davidson","Auburn"
1274,1120,0.81304,"Miami FL","Auburn"
1285,1120,0.24138,"Montana","Auburn"
1355,1120,0.68597,"S Dakota St","Auburn"
1328,1120,0.4695,"Oklahoma","Auburn"
1301,1120,0.46104,"NC State","Auburn"
1460,1120,0.96419,"Wright St","Auburn"
1372,1120,0.43734,"SF Austin","Auburn"
1158,1120,0.86819,"Col Charleston","Auburn"
1116,1120,0.4334,"Arkansas","Auburn"
1209,1120,0.26421,"Georgia St","Auburn"
1308,1120,0.25281,"New Mexico St","Auburn"
1281,1120,0.94207,"Missouri","Auburn"
1166,1120,0.7406,"Creighton","Auburn"
1455,1120,0.71181,"Wichita St","Auburn"
1137,1120,0.03396,"Bucknell","Auburn"
1400,1120,0.16299,"Texas","Auburn"
1252,1120,0.54026,"Lipscomb","Auburn"
1168,1120,0.63155,"CS Fullerton","Auburn"
1395,1120,0.09515,"TCU","Auburn"
1344,1120,0.35286,"Providence","Auburn"
1438,1120,0.08852,"Virginia","Auburn"
1293,1120,0.92515,"Murray St","Auburn"
1347,1139,0.9533,"Radford","Butler"
1382,1139,0.52563,"St Bonaventure","Butler"
1393,1139,0.53557,"Syracuse","Butler"
1411,1139,0.39692,"TX Southern","Butler"
1104,1139,0.56604,"Alabama","Butler"
1138,1139,0.37256,"Buffalo","Butler"
1181,1139,0.35182,"Duke","Butler"
1196,1139,0.09036,"Florida","Butler"
1211,1139,0.10283,"Gonzaga","Butler"
1222,1139,0.09283,"Houston","Butler"
1242,1139,0.32061,"Kansas","Butler"
1246,1139,0.77948,"Kentucky","Butler"
1260,1139,0.08159,"Loyola-Chicago","Butler"
1276,1139,0.43658,"Michigan","Butler"
1326,1139,0.15868,"Ohio St","Butler"
1348,1139,0.50113,"Rhode Island","Butler"
1371,1139,0.3845,"Seton Hall","Butler"
1397,1139,0.31961,"Tennessee","Butler"
1403,1139,0.23408,"Texas Tech","Butler"
1437,1139,0.68595,"Villanova","Butler"
1120,1139,0.36934,"Auburn","Butler"
1153,1139,0.33699,"Cincinnati","Butler"
1155,1139,0.87493,"Clemson","Butler"
1199,1139,0.52352,"Florida St","Butler"
1243,1139,0.4448,"Kansas St","Butler"
1267,1139,0.16095,"Marshall","Butler"
1277,1139,0.85276,"Michigan St","Butler"
1305,1139,0.15301,"Nevada","Butler"
1314,1139,0.44256,"North Carolina","Butler"
1345,1139,0.75541,"Purdue","Butler"
1401,1139,0.52813,"Texas A&M","Butler"
1420,1139,0.89515,"UMBC","Butler"
1452,1139,0.88839,"West Virginia","Butler"
1462,1139,0.50469,"Xavier","Butler"
1254,1139,0.25926,"Long Island","Butler"
1417,1139,0.29172,"UCLA","Butler"
1113,1139,0.76223,"Arizona St","Butler"
1300,1139,0.08106,"NC Central","Butler"
1439,1139,0.12006,"Virginia Tech","Butler"
1112,1139,0.05778,"Arizona","Butler"
1233,1139,0.89123,"Iona","Butler"
1422,1139,0.3121,"UNC Greensboro","Butler"
1361,1139,0.66983,"San Diego St","Butler"
1335,1139,0.17697,"Penn","Butler"
1172,1139,0.61399,"Davidson","Butler"
1274,1139,0.76144,"Miami FL","Butler"
1285,1139,0.18842,"Montana","Butler"
1355,1139,0.72715,"S Dakota St","Butler"
1328,1139,0.32324,"Oklahoma","Butler"
1301,1139,0.94039,"NC State","Butler"
1460,1139,0.59545,"Wright St","Butler"
1372,1139,0.09894,"SF Austin","Butler"
1158,1139,0.52174,"Col Charleston","Butler"
1116,1139,0.03683,"Arkansas","Butler"
1209,1139,0.23505,"Georgia St","Butler"
1308,1139,0.32886,"New Mexico St","Butler"
1281,1139,0.9057,"Missouri","Butler"
1166,1139,0.02979,"Creighton","Butler"
1455,1139,0.24359,"Wichita St","Butler"
1137,1139,0.91116,"Bucknell","Butler"
1400,1139,0.31359,"Texas","Butler"
1252,1139,0.53079,"Lipscomb","Butler"
1168,1139,0.69307,"CS Fullerton","Butler"
1395,1139,0.68102,"TCU","Butler"
1344,1139,0.0665,"Providence","Butler"
1438,1139,0.13023,"Virginia","Butler"
1293,1139,0.92202,"Murray St","Butler"
1347,1153,0.35713,"Radford","Cincinnati"
1382,1153,0.62695,"St Bonaventure","Cincinnati"
1393,1153,0.00127,"Syracuse","Cincinnati"
1411,1153,0.84694,"TX Southern","Cincinnati"
1104,1153,0.64238,"Alabama","Cincinnati"
1138,1153,0.30634,"Buffalo","Cincinnati"
1181,1153,0.32115,"Duke","Cincinnati"
1196,1153,0.68498,"Florida","Cincinnati"
1211,1153,0.49146,"Gonzaga","Cincinnati"
1222,1153,0.02631,"Houston","Cincinnati"
1242,1153,0.71736,"Kansas","Cincinnati"
1246,1153,0.39868,"Kentucky","Cincinnati"
1260,1153,0.3854,"Loyola-Chicago","Cincinnati"
1276,1153,3e-05,"Michigan","Cincinnati"
1326,1153,0.72032,"Ohio St","Cincinnati"
1348,1153,0.04824,"Rhode Island","Cincinnati"
1371,1153,0.21273,"Seton Hall","Cincinnati"
1397,1153,0.25197,"Tennessee","Cincinnati"
1403,1153,0.32032,"Texas Tech","Cincinnati"
1437,1153,0.0506,"Villanova","Cincinnati"
1120,1153,0.16835,"Auburn","Cincinnati"
1139,1153,0.98419,"Butler","Cincinnati"
1155,1153,0.88467,"Clemson","Cincinnati"
1199,1153,0.50298,"Florida St","Cincinnati"
1243,1153,0.28457,"Kansas St","Cincinnati"
1267,1153,0.34471,"Marshall","Cincinnati"
1277,1153,0.87004,"Michigan St","Cincinnati"
1305,1153,0.50932,"Nevada","Cincinnati"
1314,1153,0.64993,"North Carolina","Cincinnati"
1345,1153,0.59123,"Purdue","Cincinnati"
1401,1153,0.71214,"Texas A&M","Cincinnati"
1420,1153,0.61038,"UMBC","Cincinnati"
1452,1153,0.26704,"West Virginia","Cincinnati"
1462,1153,0.5735,"Xavier","Cincinnati"
1254,1153,0.62611,"Long Island","Cincinnati"
1417,1153,0.05909,"UCLA","Cincinnati"
1113,1153,0.49845,"Arizona St","Cincinnati"
1300,1153,0.12427,"NC Central","Cincinnati"
1439,1153,0.28658,"Virginia Tech","Cincinnati"
1112,1153,0.20883,"Arizona","Cincinnati"
1233,1153,0.87593,"Iona","Cincinnati"
1422,1153,0.77302,"UNC Greensboro","Cincinnati"
1361,1153,0.47753,"San Diego St","Cincinnati"
1335,1153,0.77262,"Penn","Cincinnati"
1172,1153,0.51956,"Davidson","Cincinnati"
1274,1153,0.58193,"Miami FL","Cincinnati"
1285,1153,0.10029,"Montana","Cincinnati"
1355,1153,0.566,"S Dakota St","Cincinnati"
1328,1153,0.27256,"Oklahoma","Cincinnati"
1301,1153,0.90291,"NC State","Cincinnati"
1460,1153,0.17263,"Wright St","Cincinnati"
1372,1153,0.69296,"SF Austin","Cincinnati"
1158,1153,0.93175,"Col Charleston","Cincinnati"
1116,1153,0.89988,"Arkansas","Cincinnati"
1209,1153,0.40185,"Georgia St","Cincinnati"
1308,1153,0.08384,"New Mexico St","Cincinnati"
1281,1153,0.40649,"Missouri","Cincinnati"
1166,1153,0.47289,"Creighton","Cincinnati"
1455,1153,0.00086,"Wichita St","Cincinnati"
1137,1153,0.63167,"Bucknell","Cincinnati"
1400,1153,0.99875,"Texas","Cincinnati"
1252,1153,0.11437,"Lipscomb","Cincinnati"
1168,1153,0.71945,"CS Fullerton","Cincinnati"
1395,1153,0.78076,"TCU","Cincinnati"
1344,1153,0.11386,"Providence","Cincinnati"
1438,1153,0.10765,"Virginia","Cincinnati"
1293,1153,0.25871,"Murray St","Cincinnati"
1347,1155,0.68665,"Radford","Clemson"
1382,1155,0.41492,"St Bonaventure","Clemson"
1393,1155,0.23139,"Syracuse","Clemson"
1411,1155,0.26253,"TX Southern","Clemson"
1104,1155,0.27834,"Alabama","Clemson"
1138,1155,0.87253,"Buffalo","Clemson"
1181,1155,0.54878,"Duke","Clemson"
1196,1155,0.99648,"Florida","Clemson"
1211,1155,0.05163,"Gonzaga","Clemson"
1222,1155,0.09125,"Houston","Clemson"
1242,1155,0.12472,"Kansas","Clemson"
1246,1155,0.20916,"Kentucky","Clemson"
1260,1155,0.34392,"Loyola-Chicago","Clemson"
1276,1155,0.82683,"Michigan","Clemson"
1326,1155,0.67739,"Ohio St","Clemson"
1348,1155,0.19614,"Rhode Island","Clemson"
1371,1155,0.81605,"Seton Hall","Clemson"
1397,1155,0.5465,"Tennessee","Clemson"
1403,1155,0.68051,"Texas Tech","Clemson"
1437,1155,0.26819,"Villanova","Clemson"
1120,1155,0.71361,"Auburn","Clemson"
1139,1155,0.19244,"Butler","Clemson"
1153,1155,0.69731,"Cincinnati","Clemson"
1199,1155,0.99265,"Florida St","Clemson"
1243,1155,0.97704,"Kansas St","Clemson"
1267,1155,0.39676,"Marshall","Clemson"
1277,1155,0.32357,"Michigan St","Clemson"
1305,1155,0.7539,"Nevada","Clemson"
1314,1155,0.68192,"North Carolina","Clemson"
1345,1155,0.76676,"Purdue","Clemson"
1401,1155,0.1412,"Texas A&M","Clemson"
1420,1155,0.19019,"UMBC","Clemson"
1452,1155,0.18039,"West Virginia","Clemson"
1462,1155,0.57793,"Xavier","Clemson"
1254,1155,0.97281,"Long Island","Clemson"
1417,1155,0.14861,"UCLA","Clemson"
1113,1155,0.94899,"Arizona St","Clemson"
1300,1155,0.36876,"NC Central","Clemson"
1439,1155,0.39148,"Virginia Tech","Clemson"
1112,1155,0.42101,"Arizona","Clemson"
1233,1155,0.29042,"Iona","Clemson"
1422,1155,0.40549,"UNC Greensboro","Clemson"
1361,1155,0.62863,"San Diego St","Clemson"
1335,1155,0.48818,"Penn","Clemson"
1172,1155,0.96175,"Davidson","Clemson"
1274,1155,0.70405,"Miami FL","Clemson"
1285,1155,0.11842,"Montana","Clemson"
1355,1155,0.81174,"S Dakota St","Clemson"
1328,1155,0.41675,"Oklahoma","Clemson"
1301,1155,0.79155,"NC State","Clemson"
1460,1155,0.41177,"Wright St","Clemson"
1372,1155,0.08394,"SF Austin","Clemson"
1158,1155,0.23441,"Col Charleston","Clemson"
1116,1155,0.8352,"Arkansas","Clemson"
1209,1155,0.41749,"Georgia St","Clemson"
1308,1155,0.3309,"New Mexico St","Clemson"
1281,1155,0.27761,"Missouri","Clemson"
1166,1155,0.12002,"Creighton","Clemson"
1455,1155,0.96327,"Wichita St","Clemson"
1137,1155,0.39702,"Bucknell","Clemson"
1400,1155,0.10049,"Texas","Clemson"
1252,1155,0.98363,"Lipscomb","Clemson"
1168,1155,0.75395,"CS Fullerton","Clemson"
1395,1155,0.04096,"TCU","Clemson"
1344,1155,0.5788,"Providence","Clemson"
1438,1155,0.37672,"Virginia","Clemson"
1293,1155,0.91519,"Murray St","Clemson"
1347,1199,0.18471,"Radford","Florida St"
1382,1199,0.27554,"St Bonaventure","Florida St"
1393,1199,0.7796,"Syracuse","Florida St"
1411,1199,0.11779,"TX Southern","Florida St"
1104,1199,0.83024,"Alabama","Florida St"
1138,1199,0.4722,"Buffalo","Florida St"
1181,1199,0.26126,"Duke","Florida St"
1196,1199,0.03204,"Florida","Florida St"
1211,1199,0.14056,"Gonzaga","Florida St"
1222,1199,0.3715,"Houston","Florida St"
1242,1199,0.75715,"Kansas","Florida St"
1246,1199,0.11627,"Kentucky","Florida St"
1260,1199,0.06717,"Loyola-Chicago","Florida St"
1276,1199,0.48327,"Michigan","Florida St"
1326,1199,0.17347,"Ohio St","Florida St"
1348,1199,0.88394,"Rhode Island","Florida St"
1371,1199,0.15902,"Seton Hall","Florida St"
1397,1199,0.83426,"Tennessee","Florida St"
1403,1199,0.89602,"Texas Tech","Florida St"
1437,1199,0.22211,"Villanova","Florida St"
1120,1199,0.52048,"Auburn","Florida St"
1139,1199,0.10711,"Butler","Florida St"
1153,1199,0.22083,"Cincinnati","Florida St"
1155,1199,0.03399,"Clemson","Florida St"
1243,1199,0.06961,"Kansas St","Florida St"
1267,1199,0.65279,"Marshall","Florida St"
1277,1199,0.36884,"Michigan St","Florida St"
1305,1199,0.96083,"Nevada","Florida St"
1314,1199,0.98557,"North Carolina","Florida St"
1345,1199,0.98554,"Purdue","Florida St"
1401,1199,0.37835,"Texas A&M","Florida St"
1420,1199,0.99351,"UMBC","Florida St"
1452,1199,0.96087,"West Virginia","Florida St"
1462,1199,0.28017,"Xavier","Florida St"
1254,1199,0.34483,"Long Island","Florida St"
1417,1199,0.18427,"UCLA","Florida St"
1113,1199,0.94411,"Arizona St","Florida St"
1300,1199,0.98585,"NC Central","Florida St"
1439,1199,0.37123,"Virginia Tech","Florida St"
1112,1199,0.36692,"Arizona","Florida St"
1233,1199,0.35309,"Iona","Florida St"
1422,1199,0.96972,"UNC Greensboro","Florida St"
1361,1199,0.01954,"San Diego St","Florida St"
1335,1199,0.87985,"Penn","Florida St"
1172,1199,0.83602,"Davidson","Florida St"
1274,1199,0.97627,"Miami FL","Florida St"
1285,1199,0.10357,"Montana","Florida St"
1355,1199,0.45641,"S Dakota St","Florida St"
1328,1199,0.97791,"Oklahoma","Florida St"
1301,1199,0.63432,"NC State","Florida St"
1460,1199,0.86296,"Wright St","Florida St"
1372,1199,0.99966,"SF Austin","Florida St"
1158,1199,0.01878,"Col Charleston","Florida St"
1116,1199,0.41411,"Arkansas","Florida St"
1209,1199,0.91041,"Georgia St","Florida St"
1308,1199,0.32599,"New Mexico St","Florida St"
1281,1199,0.39865,"Missouri","Florida St"
1166,1199,0.56756,"Creighton","Florida St"
1455,1199,0.44713,"Wichita St","Florida St"
1137,1199,0.90132,"Bucknell","Florida St"
1400,1199,0.5581,"Texas","Florida St"
1252,1199,0.88267,"Lipscomb","Florida St"
1168,1199,0.82888,"CS Fullerton","Florida St"
1395,1199,0.19367,"TCU","Florida St"
1344,1199,0.11382,"Providence","Florida St"
1438,1199,0.19553,"Virginia","Florida St"
1293,1199,0.54312,"Murray St","Florida St"
1347,1243,0.51837,"Radford","Kansas St"
1382,1243,0.43929,"St Bonaventure","Kansas St"
1393,1243,0.72521,"Syracuse","Kansas St"
1411,1243,0.93134,"TX Southern","Kansas St"
1104,1243,0.26595,"Alabama","Kansas St"
1138,1243,0.63964,"Buffalo","Kansas St"
1181,1243,0.31669,"Duke","Kansas St"
1196,1243,0.64554,"Florida","Kansas St"
1211,1243,0.6333,"Gonzaga","Kansas St"
1222,1243,0.38575,"Houston","Kansas St"
1242,1243,0.59329,"Kansas","Kansas St"
1246,1243,0.57031,"Kentucky","Kansas St"
1260,1243,0.95975,"Loyola-Chicago","Kansas St"
1276,1243,0.59389,"Michigan","Kansas St"
1326,1243,0.18206,"Ohio St","Kansas St"
1348,1243,0.89786,"Rhode Island","Kansas St"
1371,1243,0.81451,"Seton Hall","Kansas St"
1397,1243,0.26528,"Tennessee","Kansas St"
1403,1243,0.53453,"Texas Tech","Kansas St"
1437,1243,0.99275,"Villanova","Kansas St"
1120,1243,0.534,"Auburn","Kansas St"
1139,1243,0.21931,"Butler","Kansas St"
1153,1243,0.13008,"Cincinnati","Kansas St"
1155,1243,0.20967,"Clemson","Kansas St"
1199,1243,0.39372,"Florida St","Kansas St"
1267,1243,0.75336,"Marshall","Kansas St"
1277,1243,0.51495,"Michigan St","Kansas St"
1305,1243,0.28593,"Nevada","Kansas St"
1314,1243,0.97823,"North Carolina","Kansas St"
1345,1243,0.31329,"Purdue","Kansas St"
1401,1243,0.1699,"Texas A&M","Kansas St"
1420,1243,0.88302,"UMBC","Kansas St"
1452,1243,0.14522,"West Virginia","Kansas St"
1462,1243,0.77396,"Xavier","Kansas St"
1254,1243,0.76557,"Long Island","Kansas St"
1417,1243,0.40295,"UCLA","Kansas St"
1113,1243,0.37288,"Arizona St","Kansas St"
1300,1243,0.61903,"NC Central","Kansas St"
1439,1243,0.04495,"Virginia Tech","Kansas St"
1112,1243,0.57891,"Arizona","Kansas St"
1233,1243,0.09703,"Iona","Kansas St"
1422,1243,0.06391,"UNC Greensboro","Kansas St"
1361,1243,0.10886,"San Diego St","Kansas St"
1335,1243,0.56813,"Penn","Kansas St"
1172,1243,0.72236,"Davidson","Kansas St"
1274,1243,0.78795,"Miami FL","Kansas St"
1285,1243,0.98528,"Montana","Kansas St"
1355,1243,0.8956,"S Dakota St","Kansas St"
1328,1243,0.23038,"Oklahoma","Kansas St"
1301,1243,0.18533,"NC State","Kansas St"
