"TeamA","TeamB","prob","rand","winA","nameA","nameB"
1235,1437,0.328,0.52153,0,"Iowa St","Villanova"
1292,1437,0.003,0.17078,0,"MTSU","Villanova"
1321,1437,0,0.38459,0,"Northwestern","Villanova"
1323,1437,0.211,0.93837,0,"Notre Dame","Villanova"
1345,1437,0,0.70426,0,"Purdue","Villanova"
1388,1437,0,0.93344,0,"St Mary's CA","Villanova"
1438,1437,0,0.15621,0,"Virginia","Villanova"
1452,1437,0.999,0.69069,1,"West Virginia","Villanova"
1458,1437,0,0.55157,0,"Wisconsin","Villanova"
1462,1437,0.722,0.74933,0,"Xavier","Villanova"
1116,1437,0.999,0.90736,1,"Arkansas","Villanova"
1124,1437,0,0.34698,0,"Baylor","Villanova"
1153,1437,0,0.16665,0,"Cincinnati","Villanova"
1181,1437,0.999,0.06942,1,"Duke","Villanova"
1242,1437,0.281,0.82275,0,"Kansas","Villanova"
1246,1437,1,0.52446,1,"Kentucky","Villanova"
1257,1437,0,0.16173,0,"Louisville","Villanova"
1276,1437,0.019,0.23872,0,"Michigan","Villanova"
1277,1437,0,0.47258,0,"Michigan St","Villanova"
1314,1437,0.97,0.06877,1,"North Carolina","Villanova"
1332,1437,0.007,0.35653,0,"Oregon","Villanova"
1348,1437,0,0.78068,0,"Rhode Island","Villanova"
1376,1437,0,0.43986,0,"South Carolina","Villanova"
1417,1437,0.404,0.77008,0,"UCLA","Villanova"
1455,1437,0.999,0.96002,1,"Wichita St","Villanova"
1448,1437,0.335,0.37427,0,"Wake Forest","Villanova"
1309,1437,0,0.34955,0,"New Orleans","Villanova"
1300,1437,0,0.80393,0,"NC Central","Villanova"
1344,1437,0,0.47746,0,"Providence","Villanova"
1315,1437,0,0.41869,0,"North Dakota","Villanova"
1457,1437,0,0.89176,0,"Winthrop","Villanova"
1190,1437,0.473,0.2241,1,"ETSU","Villanova"
1195,1437,0,0.75588,0,"FL Gulf Coast","Villanova"
1355,1437,0.523,0.88237,0,"S Dakota St","Villanova"
1305,1437,1,0.00737,1,"Nevada","Villanova"
1278,1437,0.77,0.62201,1,"Minnesota","Villanova"
1435,1437,0.001,0.32978,0,"Vanderbilt","Villanova"
1343,1437,0,0.01717,0,"Princeton","Villanova"
1436,1437,0,0.59873,0,"Vermont","Villanova"
1433,1437,0.001,0.42147,0,"VA Commonwealth","Villanova"
1423,1437,0.194,0.7378,0,"UNC Wilmington","Villanova"
1137,1437,0,0.63222,0,"Bucknell","Villanova"
1439,1437,0,0.29808,0,"Virginia Tech","Villanova"
1268,1437,0,0.15146,0,"Maryland","Villanova"
1371,1437,0,0.49011,0,"Seton Hall","Villanova"
1308,1437,0,0.94735,0,"New Mexico St","Villanova"
1407,1437,0.656,0.25166,1,"Troy","Villanova"
1297,1437,0,0.02323,0,"N Kentucky","Villanova"
1240,1437,0,0.03169,0,"Jacksonville St","Villanova"
1329,1437,0.371,0.64964,0,"Oklahoma St","Villanova"
1274,1437,0,0.44316,0,"Miami FL","Villanova"
1411,1437,0.303,0.86774,0,"TX Southern","Villanova"
1233,1437,1,0.04044,1,"Iona","Villanova"
1166,1437,0.182,0.78151,0,"Creighton","Villanova"
1266,1437,0.001,0.36677,0,"Marquette","Villanova"
1245,1437,0.006,0.22994,0,"Kent","Villanova"
1374,1437,0,0.97716,0,"SMU","Villanova"
1173,1437,0,0.65458,0,"Dayton","Villanova"
1243,1438,1,0.61017,1,"Kansas St","Virginia"
1291,1438,1,0.36351,1,"Mt St Mary's","Virginia"
1413,1438,0.673,0.54549,1,"UC Davis","Virginia"
1425,1438,1,0.31796,1,"USC","Virginia"
1112,1438,1,0.79706,1,"Arizona","Virginia"
1139,1438,1,0.55287,1,"Butler","Virginia"
1196,1438,1,0.70764,1,"Florida","Virginia"
1199,1438,1,0.99889,1,"Florida St","Virginia"
1211,1438,1,0.10756,1,"Gonzaga","Virginia"
1235,1438,1,0.25405,1,"Iowa St","Virginia"
1292,1438,1,0.68021,1,"MTSU","Virginia"
1321,1438,1,0.70165,1,"Northwestern","Virginia"
1323,1438,1,0.34424,1,"Notre Dame","Virginia"
1345,1438,1,0.73349,1,"Purdue","Virginia"
1388,1438,1,0.94676,1,"St Mary's CA","Virginia"
1437,1438,1,0.22057,1,"Villanova","Virginia"
1452,1438,1,0.50717,1,"West Virginia","Virginia"
1458,1438,1,0.67134,1,"Wisconsin","Virginia"
1462,1438,1,0.99206,1,"Xavier","Virginia"
1116,1438,1,0.37781,1,"Arkansas","Virginia"
1124,1438,0.994,0.09039,1,"Baylor","Virginia"
1153,1438,1,0.73153,1,"Cincinnati","Virginia"
1181,1438,1,0.83403,1,"Duke","Virginia"
1242,1438,1,0.93651,1,"Kansas","Virginia"
1246,1438,1,0.21542,1,"Kentucky","Virginia"
1257,1438,1,0.45498,1,"Louisville","Virginia"
1276,1438,1,0.15244,1,"Michigan","Virginia"
1277,1438,1,0.81954,1,"Michigan St","Virginia"
1314,1438,1,0.4242,1,"North Carolina","Virginia"
1332,1438,1,0.86055,1,"Oregon","Virginia"
1348,1438,1,0.63812,1,"Rhode Island","Virginia"
1376,1438,0.411,0.93292,0,"South Carolina","Virginia"
1417,1438,1,0.22559,1,"UCLA","Virginia"
1455,1438,1,0.5523,1,"Wichita St","Virginia"
1448,1438,1,0.36612,1,"Wake Forest","Virginia"
1309,1438,0.728,0.46138,1,"New Orleans","Virginia"
1300,1438,0.86,0.03418,1,"NC Central","Virginia"
1344,1438,0.909,0.54489,1,"Providence","Virginia"
1315,1438,0.521,0.37307,1,"North Dakota","Virginia"
1457,1438,1,0.51814,1,"Winthrop","Virginia"
1190,1438,1,0.04919,1,"ETSU","Virginia"
1195,1438,0.997,0.70212,1,"FL Gulf Coast","Virginia"
1355,1438,1,0.15433,1,"S Dakota St","Virginia"
1305,1438,1,0.068,1,"Nevada","Virginia"
1278,1438,1,0.31836,1,"Minnesota","Virginia"
1435,1438,1,0.79821,1,"Vanderbilt","Virginia"
1343,1438,0.001,0.44766,0,"Princeton","Virginia"
1436,1438,0.999,0.46526,1,"Vermont","Virginia"
1433,1438,1,0.28963,1,"VA Commonwealth","Virginia"
1423,1438,1,0.7158,1,"UNC Wilmington","Virginia"
1137,1438,1,0.15562,1,"Bucknell","Virginia"
1439,1438,1,0.2392,1,"Virginia Tech","Virginia"
1268,1438,0.815,0.25391,1,"Maryland","Virginia"
1371,1438,0.999,0.7772,1,"Seton Hall","Virginia"
1308,1438,0.815,0.08502,1,"New Mexico St","Virginia"
1407,1438,1,0.41389,1,"Troy","Virginia"
1297,1438,1,0.83118,1,"N Kentucky","Virginia"
1240,1438,0.867,0.4343,1,"Jacksonville St","Virginia"
1329,1438,1,0.88203,1,"Oklahoma St","Virginia"
1274,1438,0.897,0.51724,1,"Miami FL","Virginia"
1411,1438,0.999,0.1615,1,"TX Southern","Virginia"
1233,1438,1,0.69434,1,"Iona","Virginia"
1166,1438,1,0.46988,1,"Creighton","Virginia"
1266,1438,1,0.954,1,"Marquette","Virginia"
1245,1438,1,0.1083,1,"Kent","Virginia"
1374,1438,1,0.17774,1,"SMU","Virginia"
1173,1438,0.982,0.30554,1,"Dayton","Virginia"
1243,1452,0,0.3466,0,"Kansas St","West Virginia"
1291,1452,0,0.16815,0,"Mt St Mary's","West Virginia"
1413,1452,0,0.10671,0,"UC Davis","West Virginia"
1425,1452,0,0.57101,0,"USC","West Virginia"
1112,1452,0.53,0.41015,1,"Arizona","West Virginia"
1139,1452,0,0.14438,0,"Butler","West Virginia"
1196,1452,0,0.06007,0,"Florida","West Virginia"
1199,1452,0,0.43322,0,"Florida St","West Virginia"
1211,1452,0.701,0.1616,1,"Gonzaga","West Virginia"
1235,1452,0.003,0.05215,0,"Iowa St","West Virginia"
1292,1452,0,0.21977,0,"MTSU","West Virginia"
1321,1452,0,0.75503,0,"Northwestern","West Virginia"
1323,1452,0.003,0.1579,0,"Notre Dame","West Virginia"
1345,1452,0.013,0.39271,0,"Purdue","West Virginia"
1388,1452,0.005,0.01261,0,"St Mary's CA","West Virginia"
1437,1452,0.003,0.32899,0,"Villanova","West Virginia"
1438,1452,0,0.10116,0,"Virginia","West Virginia"
1458,1452,0,0.65196,0,"Wisconsin","West Virginia"
1462,1452,0,0.77709,0,"Xavier","West Virginia"
1116,1452,0.523,0.31472,1,"Arkansas","West Virginia"
1124,1452,0,0.35976,0,"Baylor","West Virginia"
1153,1452,0,0.83376,0,"Cincinnati","West Virginia"
1181,1452,0.979,0.40498,1,"Duke","West Virginia"
1242,1452,0.004,0.35155,0,"Kansas","West Virginia"
1246,1452,1,0.15456,1,"Kentucky","West Virginia"
1257,1452,0,0.03558,0,"Louisville","West Virginia"
1276,1452,0.001,0.4425,0,"Michigan","West Virginia"
1277,1452,0,0.50763,0,"Michigan St","West Virginia"
1314,1452,0.492,0.17219,1,"North Carolina","West Virginia"
1332,1452,0.002,0.87633,0,"Oregon","West Virginia"
1348,1452,0,0.08255,0,"Rhode Island","West Virginia"
1376,1452,0,0.79615,0,"South Carolina","West Virginia"
1417,1452,0.924,0.2044,1,"UCLA","West Virginia"
1455,1452,0.957,0.11739,1,"Wichita St","West Virginia"
1448,1452,0.886,0.86978,1,"Wake Forest","West Virginia"
1309,1452,0,0.81918,0,"New Orleans","West Virginia"
1300,1452,0,0.42695,0,"NC Central","West Virginia"
1344,1452,0,0.75631,0,"Providence","West Virginia"
1315,1452,0,0.40246,0,"North Dakota","West Virginia"
1457,1452,0.002,0.77448,0,"Winthrop","West Virginia"
1190,1452,0,0.25277,0,"ETSU","West Virginia"
1195,1452,0,0.01395,0,"FL Gulf Coast","West Virginia"
1355,1452,0.192,0.23493,0,"S Dakota St","West Virginia"
1305,1452,0.99,0.70573,1,"Nevada","West Virginia"
1278,1452,0,0.34516,0,"Minnesota","West Virginia"
1435,1452,0.002,0.39723,0,"Vanderbilt","West Virginia"
1343,1452,0.001,0.9724,0,"Princeton","West Virginia"
1436,1452,0,0.24297,0,"Vermont","West Virginia"
1433,1452,0,0.39521,0,"VA Commonwealth","West Virginia"
1423,1452,0.001,0.38513,0,"UNC Wilmington","West Virginia"
1137,1452,0.002,0.71939,0,"Bucknell","West Virginia"
1439,1452,0.005,0.46562,0,"Virginia Tech","West Virginia"
1268,1452,0,0.8905,0,"Maryland","West Virginia"
1371,1452,0,0.74092,0,"Seton Hall","West Virginia"
1308,1452,0,0.07829,0,"New Mexico St","West Virginia"
1407,1452,0.517,0.52602,0,"Troy","West Virginia"
1297,1452,0.002,0.79653,0,"N Kentucky","West Virginia"
1240,1452,0,0.8611,0,"Jacksonville St","West Virginia"
1329,1452,0.199,0.02411,1,"Oklahoma St","West Virginia"
1274,1452,0,0.55188,0,"Miami FL","West Virginia"
1411,1452,0.914,0.59252,1,"TX Southern","West Virginia"
1233,1452,0.003,0.11006,0,"Iona","West Virginia"
1166,1452,0.891,0.59181,1,"Creighton","West Virginia"
1266,1452,0.001,0.1411,0,"Marquette","West Virginia"
1245,1452,0,0.83679,0,"Kent","West Virginia"
1374,1452,0.005,0.22382,0,"SMU","West Virginia"
1173,1452,0,0.78734,0,"Dayton","West Virginia"
1243,1458,0.546,0.81441,0,"Kansas St","Wisconsin"
1291,1458,0,0.63431,0,"Mt St Mary's","Wisconsin"
1413,1458,0.479,0.92114,0,"UC Davis","Wisconsin"
1425,1458,1,0.1407,1,"USC","Wisconsin"
1112,1458,0.998,0.93598,1,"Arizona","Wisconsin"
1139,1458,0.229,0.22546,1,"Butler","Wisconsin"
1196,1458,0.541,0.69221,0,"Florida","Wisconsin"
1199,1458,1,0.28372,1,"Florida St","Wisconsin"
1211,1458,1,0.77836,1,"Gonzaga","Wisconsin"
1235,1458,1,0.15053,1,"Iowa St","Wisconsin"
1292,1458,0.404,0.35832,1,"MTSU","Wisconsin"
1321,1458,0.42,0.90179,0,"Northwestern","Wisconsin"
1323,1458,1,0.87195,1,"Notre Dame","Wisconsin"
1345,1458,1,0.25481,1,"Purdue","Wisconsin"
1388,1458,0.005,0.5553,0,"St Mary's CA","Wisconsin"
1437,1458,1,0.34712,1,"Villanova","Wisconsin"
1438,1458,0,0.26088,0,"Virginia","Wisconsin"
1452,1458,1,0.50987,1,"West Virginia","Wisconsin"
1462,1458,0.859,0.82137,1,"Xavier","Wisconsin"
1116,1458,0.999,0.62113,1,"Arkansas","Wisconsin"
1124,1458,0,0.13516,0,"Baylor","Wisconsin"
1153,1458,1,0.64334,1,"Cincinnati","Wisconsin"
1181,1458,1,0.38614,1,"Duke","Wisconsin"
1242,1458,1,0.75772,1,"Kansas","Wisconsin"
1246,1458,1,0.36666,1,"Kentucky","Wisconsin"
1257,1458,0.993,0.07588,1,"Louisville","Wisconsin"
1276,1458,1,0.75654,1,"Michigan","Wisconsin"
1277,1458,0,0.46466,0,"Michigan St","Wisconsin"
1314,1458,0.999,0.9305,1,"North Carolina","Wisconsin"
1332,1458,1,0.73696,1,"Oregon","Wisconsin"
1348,1458,0.553,0.58531,0,"Rhode Island","Wisconsin"
1376,1458,0.458,0.51793,0,"South Carolina","Wisconsin"
1417,1458,1,0.97075,1,"UCLA","Wisconsin"
1455,1458,1,0.48123,1,"Wichita St","Wisconsin"
1448,1458,1,0.01192,1,"Wake Forest","Wisconsin"
1309,1458,0.558,0.02896,1,"New Orleans","Wisconsin"
1300,1458,0,0.2406,0,"NC Central","Wisconsin"
1344,1458,0.477,0.83287,0,"Providence","Wisconsin"
1315,1458,0.145,0.00146,1,"North Dakota","Wisconsin"
1457,1458,0.911,0.81623,1,"Winthrop","Wisconsin"
1190,1458,0.607,0.43247,1,"ETSU","Wisconsin"
1195,1458,0,0.07063,0,"FL Gulf Coast","Wisconsin"
1355,1458,0.911,0.42573,1,"S Dakota St","Wisconsin"
1305,1458,1,0.5464,1,"Nevada","Wisconsin"
1278,1458,0.789,0.14323,1,"Minnesota","Wisconsin"
1435,1458,0.925,0.73785,1,"Vanderbilt","Wisconsin"
1343,1458,0.002,0.1564,0,"Princeton","Wisconsin"
1436,1458,0.938,0.23516,1,"Vermont","Wisconsin"
1433,1458,1,0.59026,1,"VA Commonwealth","Wisconsin"
1423,1458,1,0.97918,1,"UNC Wilmington","Wisconsin"
1137,1458,1,0.07687,1,"Bucknell","Wisconsin"
1439,1458,0.991,0.83136,1,"Virginia Tech","Wisconsin"
1268,1458,0.749,0.14634,1,"Maryland","Wisconsin"
1371,1458,0.432,0.70876,0,"Seton Hall","Wisconsin"
1308,1458,0.479,0.80015,0,"New Mexico St","Wisconsin"
1407,1458,0.937,0.53382,1,"Troy","Wisconsin"
1297,1458,0.911,0.52579,1,"N Kentucky","Wisconsin"
1240,1458,0,0.92737,0,"Jacksonville St","Wisconsin"
1329,1458,1,0.27355,1,"Oklahoma St","Wisconsin"
1274,1458,0.237,0.38234,0,"Miami FL","Wisconsin"
1411,1458,0.458,0.0359,1,"TX Southern","Wisconsin"
1233,1458,1,0.30407,1,"Iona","Wisconsin"
1166,1458,0.442,0.9564,0,"Creighton","Wisconsin"
1266,1458,1,0.90125,1,"Marquette","Wisconsin"
1245,1458,0.999,0.19546,1,"Kent","Wisconsin"
1374,1458,1,0.39567,1,"SMU","Wisconsin"
1173,1458,0.602,0.15278,1,"Dayton","Wisconsin"
1243,1462,0,0.07491,0,"Kansas St","Xavier"
1291,1462,0,0.47655,0,"Mt St Mary's","Xavier"
1413,1462,0,0.8209,0,"UC Davis","Xavier"
1425,1462,1,0.24784,1,"USC","Xavier"
1112,1462,1,0.99239,1,"Arizona","Xavier"
1139,1462,0,0.88042,0,"Butler","Xavier"
1196,1462,0.088,0.256,0,"Florida","Xavier"
1199,1462,0.151,0.48557,0,"Florida St","Xavier"
1211,1462,1,0.5244,1,"Gonzaga","Xavier"
1235,1462,0.738,0.29705,1,"Iowa St","Xavier"
1292,1462,0.074,0.18862,0,"MTSU","Xavier"
1321,1462,0,0.10892,0,"Northwestern","Xavier"
1323,1462,0.738,0.38993,1,"Notre Dame","Xavier"
1345,1462,0.921,0.20254,1,"Purdue","Xavier"
1388,1462,0.005,0.53311,0,"St Mary's CA","Xavier"
1437,1462,0.622,0.42092,1,"Villanova","Xavier"
1438,1462,0,0.11837,0,"Virginia","Xavier"
1452,1462,1,0.44682,1,"West Virginia","Xavier"
1458,1462,0.464,0.18702,1,"Wisconsin","Xavier"
1116,1462,0.996,0.46324,1,"Arkansas","Xavier"
1124,1462,0,0.95955,0,"Baylor","Xavier"
1153,1462,0.604,0.78558,0,"Cincinnati","Xavier"
1181,1462,1,0.7545,1,"Duke","Xavier"
1242,1462,0.861,0.62731,1,"Kansas","Xavier"
1246,1462,1,0.48223,1,"Kentucky","Xavier"
1257,1462,0.062,0.34942,0,"Louisville","Xavier"
1276,1462,0.622,0.71232,0,"Michigan","Xavier"
1277,1462,0.005,0.45687,0,"Michigan St","Xavier"
1314,1462,0.643,0.86704,0,"North Carolina","Xavier"
1332,1462,0.862,0.28487,1,"Oregon","Xavier"
1348,1462,0,0.13281,0,"Rhode Island","Xavier"
1376,1462,0,0.17583,0,"South Carolina","Xavier"
1417,1462,0.868,0.92729,0,"UCLA","Xavier"
1455,1462,1,0.13849,1,"Wichita St","Xavier"
1448,1462,1,0.99214,1,"Wake Forest","Xavier"
1309,1462,0,0.62197,0,"New Orleans","Xavier"
1300,1462,0,0.13556,0,"NC Central","Xavier"
1344,1462,0,0.53796,0,"Providence","Xavier"
1315,1462,0,0.79063,0,"North Dakota","Xavier"
1457,1462,0.001,0.42088,0,"Winthrop","Xavier"
1190,1462,1,0.17482,1,"ETSU","Xavier"
1195,1462,0,0.55833,0,"FL Gulf Coast","Xavier"
1355,1462,0.249,0.98391,0,"S Dakota St","Xavier"
1305,1462,1,0.74717,1,"Nevada","Xavier"
1278,1462,0,0.02933,0,"Minnesota","Xavier"
1435,1462,0.002,0.73591,0,"Vanderbilt","Xavier"
1343,1462,0.001,0.97682,0,"Princeton","Xavier"
1436,1462,0.065,0.40427,0,"Vermont","Xavier"
1433,1462,0.256,0.57874,0,"VA Commonwealth","Xavier"
1423,1462,0.522,0.04135,1,"UNC Wilmington","Xavier"
1137,1462,0.729,0.74672,0,"Bucknell","Xavier"
1439,1462,0.002,0.60355,0,"Virginia Tech","Xavier"
1268,1462,0.001,0.66267,0,"Maryland","Xavier"
1371,1462,0,0.17257,0,"Seton Hall","Xavier"
1308,1462,0,0.3373,0,"New Mexico St","Xavier"
1407,1462,0.758,0.2427,1,"Troy","Xavier"
1297,1462,0.001,0.00274,0,"N Kentucky","Xavier"
1240,1462,0,0.71206,0,"Jacksonville St","Xavier"
1329,1462,1,0.31302,1,"Oklahoma St","Xavier"
1274,1462,0,0.26261,0,"Miami FL","Xavier"
1411,1462,0.806,0.66088,1,"TX Southern","Xavier"
1233,1462,0.521,0.59773,0,"Iona","Xavier"
1166,1462,0.873,0.89649,0,"Creighton","Xavier"
1266,1462,0.862,0.1622,1,"Marquette","Xavier"
1245,1462,0.058,0.01584,1,"Kent","Xavier"
1374,1462,0.942,0.66391,1,"SMU","Xavier"
1173,1462,0,0.59365,0,"Dayton","Xavier"
1243,1116,0.001,0.93658,0,"Kansas St","Arkansas"
1291,1116,0.001,0.27473,0,"Mt St Mary's","Arkansas"
1413,1116,0,0.22425,0,"UC Davis","Arkansas"
1425,1116,0.004,0.83331,0,"USC","Arkansas"
1112,1116,0,0.24495,0,"Arizona","Arkansas"
1139,1116,0.001,0.9727,0,"Butler","Arkansas"
1196,1116,0.001,0.15739,0,"Florida","Arkansas"
1199,1116,0.67,0.86469,0,"Florida St","Arkansas"
1211,1116,0.91,0.82364,1,"Gonzaga","Arkansas"
1235,1116,0.82,0.71682,1,"Iowa St","Arkansas"
1292,1116,0,0.81457,0,"MTSU","Arkansas"
1321,1116,0.012,0.09759,0,"Northwestern","Arkansas"
1323,1116,0.006,0.17969,0,"Notre Dame","Arkansas"
1345,1116,0.007,0.83881,0,"Purdue","Arkansas"
1388,1116,0.003,0.18122,0,"St Mary's CA","Arkansas"
1437,1116,0.003,0.28981,0,"Villanova","Arkansas"
1438,1116,0,0.72971,0,"Virginia","Arkansas"
1452,1116,0.877,0.53375,1,"West Virginia","Arkansas"
1458,1116,0.001,0.90783,0,"Wisconsin","Arkansas"
1462,1116,0.017,0.20788,0,"Xavier","Arkansas"
1124,1116,0,0.79604,0,"Baylor","Arkansas"
1153,1116,0.002,0.76718,0,"Cincinnati","Arkansas"
1181,1116,1,0.50967,1,"Duke","Arkansas"
1242,1116,0.434,0.47794,0,"Kansas","Arkansas"
1246,1116,1,0.63429,1,"Kentucky","Arkansas"
1257,1116,0,0.6532,0,"Louisville","Arkansas"
1276,1116,0.002,0.39325,0,"Michigan","Arkansas"
1277,1116,0.007,0.37583,0,"Michigan St","Arkansas"
1314,1116,0.776,0.81182,0,"North Carolina","Arkansas"
1332,1116,0.005,0.27956,0,"Oregon","Arkansas"
1348,1116,0,0.56619,0,"Rhode Island","Arkansas"
1376,1116,0,0.00137,0,"South Carolina","Arkansas"
1417,1116,0.844,0.22205,1,"UCLA","Arkansas"
1455,1116,0.033,0.01466,1,"Wichita St","Arkansas"
1448,1116,0.003,0.25358,0,"Wake Forest","Arkansas"
1309,1116,0,0.02885,0,"New Orleans","Arkansas"
1300,1116,0,0.46042,0,"NC Central","Arkansas"
1344,1116,0,0.32862,0,"Providence","Arkansas"
1315,1116,0,0.18113,0,"North Dakota","Arkansas"
1457,1116,0.001,0.63391,0,"Winthrop","Arkansas"
1190,1116,0.001,0.35173,0,"ETSU","Arkansas"
1195,1116,0,0.48645,0,"FL Gulf Coast","Arkansas"
1355,1116,0.001,0.61537,0,"S Dakota St","Arkansas"
1305,1116,0.028,0.18712,0,"Nevada","Arkansas"
1278,1116,0,0.09707,0,"Minnesota","Arkansas"
1435,1116,0.002,0.60439,0,"Vanderbilt","Arkansas"
1343,1116,0.001,0.2013,0,"Princeton","Arkansas"
1436,1116,0,0.16832,0,"Vermont","Arkansas"
1433,1116,0,0.28352,0,"VA Commonwealth","Arkansas"
1423,1116,0.77,0.90556,0,"UNC Wilmington","Arkansas"
1137,1116,0.007,0.80273,0,"Bucknell","Arkansas"
1439,1116,0.001,0.85719,0,"Virginia Tech","Arkansas"
1268,1116,0.001,0.45638,0,"Maryland","Arkansas"
1371,1116,0,0.01871,0,"Seton Hall","Arkansas"
1308,1116,0,0.25619,0,"New Mexico St","Arkansas"
1407,1116,0.002,0.9303,0,"Troy","Arkansas"
1297,1116,0.001,0.13446,0,"N Kentucky","Arkansas"
1240,1116,0,0.42264,0,"Jacksonville St","Arkansas"
1329,1116,0,0.51873,0,"Oklahoma St","Arkansas"
1274,1116,0,0.10108,0,"Miami FL","Arkansas"
1411,1116,0.734,0.34562,1,"TX Southern","Arkansas"
1233,1116,0.366,0.21019,1,"Iona","Arkansas"
1166,1116,0.852,0.73453,1,"Creighton","Arkansas"
1266,1116,0.003,0.19468,0,"Marquette","Arkansas"
1245,1116,0,0.49537,0,"Kent","Arkansas"
1374,1116,0.01,0.44943,0,"SMU","Arkansas"
1173,1116,0.001,0.17533,0,"Dayton","Arkansas"
1243,1124,1,0.16198,1,"Kansas St","Baylor"
1291,1124,1,0.3407,1,"Mt St Mary's","Baylor"
1413,1124,0.858,0.55574,1,"UC Davis","Baylor"
1425,1124,1,0.49325,1,"USC","Baylor"
1112,1124,1,0.42538,1,"Arizona","Baylor"
1139,1124,1,0.92918,1,"Butler","Baylor"
1196,1124,1,0.89793,1,"Florida","Baylor"
1199,1124,1,0.92473,1,"Florida St","Baylor"
1211,1124,1,0.07564,1,"Gonzaga","Baylor"
1235,1124,1,0.87155,1,"Iowa St","Baylor"
1292,1124,0.74,0.35869,1,"MTSU","Baylor"
1321,1124,1,0.40899,1,"Northwestern","Baylor"
1323,1124,1,0.53399,1,"Notre Dame","Baylor"
1345,1124,1,0.54472,1,"Purdue","Baylor"
1388,1124,0.91,0.17885,1,"St Mary's CA","Baylor"
1437,1124,1,0.70992,1,"Villanova","Baylor"
1438,1124,0.006,0.70227,0,"Virginia","Baylor"
1452,1124,1,0.22907,1,"West Virginia","Baylor"
1458,1124,1,0.67622,1,"Wisconsin","Baylor"
1462,1124,1,0.65765,1,"Xavier","Baylor"
1116,1124,1,0.90275,1,"Arkansas","Baylor"
1153,1124,1,0.71174,1,"Cincinnati","Baylor"
1181,1124,1,0.07922,1,"Duke","Baylor"
1242,1124,1,0.87444,1,"Kansas","Baylor"
1246,1124,1,0.67906,1,"Kentucky","Baylor"
1257,1124,1,0.36249,1,"Louisville","Baylor"
1276,1124,1,0.0064,1,"Michigan","Baylor"
1277,1124,1,0.00679,1,"Michigan St","Baylor"
1314,1124,1,0.11289,1,"North Carolina","Baylor"
1332,1124,1,0.45023,1,"Oregon","Baylor"
1348,1124,1,0.05425,1,"Rhode Island","Baylor"
1376,1124,0.807,0.67441,1,"South Carolina","Baylor"
1417,1124,1,0.21288,1,"UCLA","Baylor"
1455,1124,1,0.13702,1,"Wichita St","Baylor"
1448,1124,1,0.25875,1,"Wake Forest","Baylor"
1309,1124,0.758,0.59743,1,"New Orleans","Baylor"
1300,1124,0.116,0.27982,0,"NC Central","Baylor"
1344,1124,0.964,0.34788,1,"Providence","Baylor"
1315,1124,0.347,0.40975,0,"North Dakota","Baylor"
1457,1124,1,0.84571,1,"Winthrop","Baylor"
1190,1124,1,0.35485,1,"ETSU","Baylor"
1195,1124,0.895,0.10763,1,"FL Gulf Coast","Baylor"
1355,1124,1,0.40502,1,"S Dakota St","Baylor"
1305,1124,1,0.61391,1,"Nevada","Baylor"
1278,1124,1,0.27058,1,"Minnesota","Baylor"
1435,1124,1,0.7069,1,"Vanderbilt","Baylor"
1343,1124,0.001,0.51813,0,"Princeton","Baylor"
1436,1124,1,0.82813,1,"Vermont","Baylor"
1433,1124,1,0.266,1,"VA Commonwealth","Baylor"
1423,1124,1,0.71793,1,"UNC Wilmington","Baylor"
1137,1124,1,0.18477,1,"Bucknell","Baylor"
1439,1124,1,0.91069,1,"Virginia Tech","Baylor"
1268,1124,0.926,0.98931,0,"Maryland","Baylor"
1371,1124,1,0.49961,1,"Seton Hall","Baylor"
1308,1124,0.951,0.36087,1,"New Mexico St","Baylor"
1407,1124,1,0.69882,1,"Troy","Baylor"
1297,1124,1,0.67108,1,"N Kentucky","Baylor"
1240,1124,0.018,0.06619,0,"Jacksonville St","Baylor"
1329,1124,1,0.74797,1,"Oklahoma St","Baylor"
1274,1124,0.576,0.35108,1,"Miami FL","Baylor"
1411,1124,1,0.13478,1,"TX Southern","Baylor"
1233,1124,1,0.20412,1,"Iona","Baylor"
1166,1124,0.832,0.13554,1,"Creighton","Baylor"
1266,1124,1,0.77187,1,"Marquette","Baylor"
1245,1124,1,0.22482,1,"Kent","Baylor"
1374,1124,1,0.38661,1,"SMU","Baylor"
1173,1124,0.982,0.49043,1,"Dayton","Baylor"
1243,1153,0.414,0.30695,1,"Kansas St","Cincinnati"
1291,1153,0,0.876,0,"Mt St Mary's","Cincinnati"
1413,1153,0.479,0.88418,0,"UC Davis","Cincinnati"
1425,1153,0.932,0.8266,1,"USC","Cincinnati"
1112,1153,0.822,0.48157,1,"Arizona","Cincinnati"
1139,1153,0,0.06126,0,"Butler","Cincinnati"
1196,1153,0.65,0.95243,0,"Florida","Cincinnati"
1199,1153,0.998,0.34759,1,"Florida St","Cincinnati"
1211,1153,1,0.81485,1,"Gonzaga","Cincinnati"
1235,1153,0.596,0.19448,1,"Iowa St","Cincinnati"
1292,1153,0,0.14095,0,"MTSU","Cincinnati"
1321,1153,0,0.4284,0,"Northwestern","Cincinnati"
1323,1153,1,0.43642,1,"Notre Dame","Cincinnati"
1345,1153,0.994,0.43192,1,"Purdue","Cincinnati"
1388,1153,0.002,0.15465,0,"St Mary's CA","Cincinnati"
