"","GameID","Season","variable","value"
"2075",173,2011,"Blk",-5
"2076",173,2011,"PF",3
"2077",174,2011,"FGM",-2
"2078",174,2011,"FGA",-4
"2079",174,2011,"FGM3",-2
"2080",174,2011,"FGA3",-1
"2081",174,2011,"FTM",8
"2082",174,2011,"OR",6
"2083",174,2011,"DR",5
"2084",174,2011,"Ast",-1
"2085",174,2011,"TO",4
"2086",174,2011,"Stl",-6
"2087",174,2011,"Blk",2
"2088",174,2011,"PF",-5
"2089",175,2011,"FGM",3
"2090",175,2011,"FGA",-14
"2091",175,2011,"FGM3",2
"2092",175,2011,"FGA3",-11
"2093",175,2011,"FTM",6
"2094",175,2011,"OR",-6
"2095",175,2011,"DR",8
"2096",175,2011,"Ast",3
"2097",175,2011,"TO",4
"2098",175,2011,"Stl",-2
"2099",175,2011,"Blk",4
"2100",175,2011,"PF",-7
"2101",176,2011,"FGM",4
"2102",176,2011,"FGA",-8
"2103",176,2011,"FGM3",-2
"2104",176,2011,"FGA3",-9
"2105",176,2011,"FTM",8
"2106",176,2011,"OR",-3
"2107",176,2011,"DR",8
"2108",176,2011,"Ast",1
"2109",176,2011,"TO",0
"2110",176,2011,"Stl",-2
"2111",176,2011,"Blk",0
"2112",176,2011,"PF",-7
"2113",177,2011,"FGM",-5
"2114",177,2011,"FGA",4
"2115",177,2011,"FGM3",0
"2116",177,2011,"FGA3",-4
"2117",177,2011,"FTM",14
"2118",177,2011,"OR",8
"2119",177,2011,"DR",-2
"2120",177,2011,"Ast",4
"2121",177,2011,"TO",-4
"2122",177,2011,"Stl",4
"2123",177,2011,"Blk",-1
"2124",177,2011,"PF",-8
"2125",178,2011,"FGM",-2
"2126",178,2011,"FGA",-6
"2127",178,2011,"FGM3",-4
"2128",178,2011,"FGA3",-7
"2129",178,2011,"FTM",11
"2130",178,2011,"OR",-2
"2131",178,2011,"DR",-1
"2132",178,2011,"Ast",1
"2133",178,2011,"TO",-4
"2134",178,2011,"Stl",1
"2135",178,2011,"Blk",3
"2136",178,2011,"PF",-11
"2137",179,2011,"FGM",10
"2138",179,2011,"FGA",-1
"2139",179,2011,"FGM3",8
"2140",179,2011,"FGA3",8
"2141",179,2011,"FTM",4
"2142",179,2011,"OR",-2
"2143",179,2011,"DR",6
"2144",179,2011,"Ast",10
"2145",179,2011,"TO",-8
"2146",179,2011,"Stl",3
"2147",179,2011,"Blk",-2
"2148",179,2011,"PF",-6
"2149",180,2011,"FGM",7
"2150",180,2011,"FGA",-2
"2151",180,2011,"FGM3",0
"2152",180,2011,"FGA3",-4
"2153",180,2011,"FTM",4
"2154",180,2011,"OR",-4
"2155",180,2011,"DR",6
"2156",180,2011,"Ast",6
"2157",180,2011,"TO",-3
"2158",180,2011,"Stl",1
"2159",180,2011,"Blk",-4
"2160",180,2011,"PF",-2
"2161",181,2011,"FGM",7
"2162",181,2011,"FGA",5
"2163",181,2011,"FGM3",4
"2164",181,2011,"FGA3",1
"2165",181,2011,"FTM",-2
"2166",181,2011,"OR",7
"2167",181,2011,"DR",6
"2168",181,2011,"Ast",5
"2169",181,2011,"TO",1
"2170",181,2011,"Stl",2
"2171",181,2011,"Blk",-3
"2172",181,2011,"PF",1
"2173",182,2011,"FGM",2
"2174",182,2011,"FGA",-11
"2175",182,2011,"FGM3",-2
"2176",182,2011,"FGA3",-11
"2177",182,2011,"FTM",5
"2178",182,2011,"OR",-2
"2179",182,2011,"DR",8
"2180",182,2011,"Ast",-2
"2181",182,2011,"TO",3
"2182",182,2011,"Stl",1
"2183",182,2011,"Blk",-1
"2184",182,2011,"PF",-1
"2185",183,2011,"FGM",0
"2186",183,2011,"FGA",-7
"2187",183,2011,"FGM3",1
"2188",183,2011,"FGA3",-6
"2189",183,2011,"FTM",6
"2190",183,2011,"OR",-6
"2191",183,2011,"DR",4
"2192",183,2011,"Ast",-1
"2193",183,2011,"TO",0
"2194",183,2011,"Stl",1
"2195",183,2011,"Blk",2
"2196",183,2011,"PF",2
"2197",184,2011,"FGM",6
"2198",184,2011,"FGA",-6
"2199",184,2011,"FGM3",1
"2200",184,2011,"FGA3",-3
"2201",184,2011,"FTM",-4
"2202",184,2011,"OR",-2
"2203",184,2011,"DR",5
"2204",184,2011,"Ast",10
"2205",184,2011,"TO",3
"2206",184,2011,"Stl",-3
"2207",184,2011,"Blk",4
"2208",184,2011,"PF",-7
"2209",185,2011,"FGM",8
"2210",185,2011,"FGA",-2
"2211",185,2011,"FGM3",5
"2212",185,2011,"FGA3",-7
"2213",185,2011,"FTM",-1
"2214",185,2011,"OR",-1
"2215",185,2011,"DR",9
"2216",185,2011,"Ast",13
"2217",185,2011,"TO",-2
"2218",185,2011,"Stl",4
"2219",185,2011,"Blk",1
"2220",185,2011,"PF",4
"2221",186,2011,"FGM",3
"2222",186,2011,"FGA",-10
"2223",186,2011,"FGM3",0
"2224",186,2011,"FGA3",1
"2225",186,2011,"FTM",-4
"2226",186,2011,"OR",-9
"2227",186,2011,"DR",5
"2228",186,2011,"Ast",4
"2229",186,2011,"TO",4
"2230",186,2011,"Stl",-3
"2231",186,2011,"Blk",10
"2232",186,2011,"PF",4
"2233",187,2011,"FGM",8
"2234",187,2011,"FGA",11
"2235",187,2011,"FGM3",3
"2236",187,2011,"FGA3",0
"2237",187,2011,"FTM",-1
"2238",187,2011,"OR",4
"2239",187,2011,"DR",2
"2240",187,2011,"Ast",7
"2241",187,2011,"TO",-11
"2242",187,2011,"Stl",7
"2243",187,2011,"Blk",0
"2244",187,2011,"PF",-1
"2245",188,2011,"FGM",-2
"2246",188,2011,"FGA",-18
"2247",188,2011,"FGM3",5
"2248",188,2011,"FGA3",7
"2249",188,2011,"FTM",0
"2250",188,2011,"OR",-14
"2251",188,2011,"DR",-1
"2252",188,2011,"Ast",11
"2253",188,2011,"TO",1
"2254",188,2011,"Stl",4
"2255",188,2011,"Blk",-5
"2256",188,2011,"PF",1
"2257",189,2011,"FGM",-1
"2258",189,2011,"FGA",3
"2259",189,2011,"FGM3",6
"2260",189,2011,"FGA3",19
"2261",189,2011,"FTM",-1
"2262",189,2011,"OR",8
"2263",189,2011,"DR",-1
"2264",189,2011,"Ast",-2
"2265",189,2011,"TO",3
"2266",189,2011,"Stl",-4
"2267",189,2011,"Blk",-2
"2268",189,2011,"PF",-4
"2269",190,2011,"FGM",-1
"2270",190,2011,"FGA",-5
"2271",190,2011,"FGM3",1
"2272",190,2011,"FGA3",-4
"2273",190,2011,"FTM",3
"2274",190,2011,"OR",-8
"2275",190,2011,"DR",-3
"2276",190,2011,"Ast",-4
"2277",190,2011,"TO",-4
"2278",190,2011,"Stl",2
"2279",190,2011,"Blk",5
"2280",190,2011,"PF",3
"2281",191,2011,"FGM",0
"2282",191,2011,"FGA",-6
"2283",191,2011,"FGM3",9
"2284",191,2011,"FGA3",6
"2285",191,2011,"FTM",-2
"2286",191,2011,"OR",-2
"2287",191,2011,"DR",0
"2288",191,2011,"Ast",3
"2289",191,2011,"TO",1
"2290",191,2011,"Stl",1
"2291",191,2011,"Blk",0
"2292",191,2011,"PF",-4
"2293",192,2011,"FGM",-1
"2294",192,2011,"FGA",-9
"2295",192,2011,"FGM3",10
"2296",192,2011,"FGA3",4
"2297",192,2011,"FTM",2
"2298",192,2011,"OR",-10
"2299",192,2011,"DR",0
"2300",192,2011,"Ast",4
"2301",192,2011,"TO",-1
"2302",192,2011,"Stl",-1
"2303",192,2011,"Blk",-5
"2304",192,2011,"PF",-2
"2305",193,2011,"FGM",-2
"2306",193,2011,"FGA",1
"2307",193,2011,"FGM3",0
"2308",193,2011,"FGA3",1
"2309",193,2011,"FTM",12
"2310",193,2011,"OR",10
"2311",193,2011,"DR",6
"2312",193,2011,"Ast",-9
"2313",193,2011,"TO",-1
"2314",193,2011,"Stl",2
"2315",193,2011,"Blk",-2
"2316",193,2011,"PF",-8
"2317",194,2011,"FGM",2
"2318",194,2011,"FGA",-13
"2319",194,2011,"FGM3",-8
"2320",194,2011,"FGA3",-15
"2321",194,2011,"FTM",5
"2322",194,2011,"OR",-9
"2323",194,2011,"DR",10
"2324",194,2011,"Ast",4
"2325",194,2011,"TO",5
"2326",194,2011,"Stl",-6
"2327",194,2011,"Blk",0
"2328",194,2011,"PF",1
"2329",195,2011,"FGM",7
"2330",195,2011,"FGA",-9
"2331",195,2011,"FGM3",-8
"2332",195,2011,"FGA3",-22
"2333",195,2011,"FTM",6
"2334",195,2011,"OR",-3
"2335",195,2011,"DR",15
"2336",195,2011,"Ast",1
"2337",195,2011,"TO",5
"2338",195,2011,"Stl",-4
"2339",195,2011,"Blk",8
"2340",195,2011,"PF",-2
"2341",196,2012,"FGM",-1
"2342",196,2012,"FGA",-8
"2343",196,2012,"FGM3",1
"2344",196,2012,"FGA3",-5
"2345",196,2012,"FTM",7
"2346",196,2012,"OR",2
"2347",196,2012,"DR",5
"2348",196,2012,"Ast",2
"2349",196,2012,"TO",2
"2350",196,2012,"Stl",-1
"2351",196,2012,"Blk",4
"2352",196,2012,"PF",-5
"2353",197,2012,"FGM",-3
"2354",197,2012,"FGA",1
"2355",197,2012,"FGM3",-2
"2356",197,2012,"FGA3",-6
"2357",197,2012,"FTM",9
"2358",197,2012,"OR",16
"2359",197,2012,"DR",12
"2360",197,2012,"Ast",-2
"2361",197,2012,"TO",11
"2362",197,2012,"Stl",-4
"2363",197,2012,"Blk",1
"2364",197,2012,"PF",-6
"2365",198,2012,"FGM",7
"2366",198,2012,"FGA",-9
"2367",198,2012,"FGM3",2
"2368",198,2012,"FGA3",1
"2369",198,2012,"FTM",-5
"2370",198,2012,"OR",-7
"2371",198,2012,"DR",8
"2372",198,2012,"Ast",5
"2373",198,2012,"TO",4
"2374",198,2012,"Stl",2
"2375",198,2012,"Blk",2
"2376",198,2012,"PF",0
"2377",199,2012,"FGM",5
"2378",199,2012,"FGA",-10
"2379",199,2012,"FGM3",0
"2380",199,2012,"FGA3",-2
"2381",199,2012,"FTM",2
"2382",199,2012,"OR",-10
"2383",199,2012,"DR",4
"2384",199,2012,"Ast",10
"2385",199,2012,"TO",-2
"2386",199,2012,"Stl",0
"2387",199,2012,"Blk",1
"2388",199,2012,"PF",2
"2389",200,2012,"FGM",2
"2390",200,2012,"FGA",2
"2391",200,2012,"FGM3",-2
"2392",200,2012,"FGA3",-10
"2393",200,2012,"FTM",6
"2394",200,2012,"OR",5
"2395",200,2012,"DR",7
"2396",200,2012,"Ast",-7
"2397",200,2012,"TO",-1
"2398",200,2012,"Stl",-1
"2399",200,2012,"Blk",1
"2400",200,2012,"PF",-1
"2401",201,2012,"FGM",-1
"2402",201,2012,"FGA",-23
"2403",201,2012,"FGM3",-2
"2404",201,2012,"FGA3",-24
"2405",201,2012,"FTM",8
"2406",201,2012,"OR",-3
"2407",201,2012,"DR",16
"2408",201,2012,"Ast",-1
"2409",201,2012,"TO",15
"2410",201,2012,"Stl",-10
"2411",201,2012,"Blk",-5
"2412",201,2012,"PF",-4
"2413",202,2012,"FGM",12
"2414",202,2012,"FGA",1
"2415",202,2012,"FGM3",6
"2416",202,2012,"FGA3",0
"2417",202,2012,"FTM",-7
"2418",202,2012,"OR",-6
"2419",202,2012,"DR",6
"2420",202,2012,"Ast",5
"2421",202,2012,"TO",0
"2422",202,2012,"Stl",7
"2423",202,2012,"Blk",-1
"2424",202,2012,"PF",8
"2425",203,2012,"FGM",5
"2426",203,2012,"FGA",5
"2427",203,2012,"FGM3",3
"2428",203,2012,"FGA3",1
"2429",203,2012,"FTM",0
"2430",203,2012,"OR",0
"2431",203,2012,"DR",-2
"2432",203,2012,"Ast",8
"2433",203,2012,"TO",-5
"2434",203,2012,"Stl",7
"2435",203,2012,"Blk",-6
"2436",203,2012,"PF",-1
"2437",204,2012,"FGM",5
"2438",204,2012,"FGA",-2
"2439",204,2012,"FGM3",-1
"2440",204,2012,"FGA3",-3
"2441",204,2012,"FTM",4
"2442",204,2012,"OR",4
"2443",204,2012,"DR",13
"2444",204,2012,"Ast",2
"2445",204,2012,"TO",7
"2446",204,2012,"Stl",-5
"2447",204,2012,"Blk",-1
"2448",204,2012,"PF",-2
"2449",205,2012,"FGM",-1
"2450",205,2012,"FGA",-18
"2451",205,2012,"FGM3",-6
"2452",205,2012,"FGA3",-11
"2453",205,2012,"FTM",14
"2454",205,2012,"OR",-8
"2455",205,2012,"DR",5
"2456",205,2012,"Ast",4
"2457",205,2012,"TO",1
"2458",205,2012,"Stl",-4
"2459",205,2012,"Blk",7
"2460",205,2012,"PF",-7
"2461",206,2012,"FGM",5
"2462",206,2012,"FGA",-9
"2463",206,2012,"FGM3",-3
"2464",206,2012,"FGA3",-5
"2465",206,2012,"FTM",8
"2466",206,2012,"OR",-1
"2467",206,2012,"DR",10
"2468",206,2012,"Ast",4
"2469",206,2012,"TO",2
"2470",206,2012,"Stl",-4
"2471",206,2012,"Blk",7
"2472",206,2012,"PF",-5
"2473",207,2012,"FGM",0
"2474",207,2012,"FGA",-8
"2475",207,2012,"FGM3",-3
"2476",207,2012,"FGA3",-14
"2477",207,2012,"FTM",10
"2478",207,2012,"OR",0
"2479",207,2012,"DR",4
"2480",207,2012,"Ast",-4
"2481",207,2012,"TO",0
"2482",207,2012,"Stl",1
"2483",207,2012,"Blk",-2
"2484",207,2012,"PF",-4
"2485",208,2012,"FGM",7
"2486",208,2012,"FGA",5
"2487",208,2012,"FGM3",2
"2488",208,2012,"FGA3",1
"2489",208,2012,"FTM",4
"2490",208,2012,"OR",7
"2491",208,2012,"DR",7
"2492",208,2012,"Ast",3
"2493",208,2012,"TO",-1
"2494",208,2012,"Stl",-1
"2495",208,2012,"Blk",-3
"2496",208,2012,"PF",-2
"2497",209,2012,"FGM",4
"2498",209,2012,"FGA",3
"2499",209,2012,"FGM3",2
"2500",209,2012,"FGA3",3
"2501",209,2012,"FTM",7
"2502",209,2012,"OR",-2
"2503",209,2012,"DR",-6
"2504",209,2012,"Ast",2
"2505",209,2012,"TO",-14
"2506",209,2012,"Stl",3
"2507",209,2012,"Blk",4
"2508",209,2012,"PF",-14
"2509",210,2012,"FGM",-3
"2510",210,2012,"FGA",-15
"2511",210,2012,"FGM3",3
"2512",210,2012,"FGA3",5
"2513",210,2012,"FTM",10
"2514",210,2012,"OR",-9
"2515",210,2012,"DR",4
"2516",210,2012,"Ast",6
"2517",210,2012,"TO",-1
"2518",210,2012,"Stl",0
"2519",210,2012,"Blk",5
"2520",210,2012,"PF",-3
"2521",211,2012,"FGM",7
"2522",211,2012,"FGA",4
"2523",211,2012,"FGM3",1
"2524",211,2012,"FGA3",0
"2525",211,2012,"FTM",4
"2526",211,2012,"OR",11
"2527",211,2012,"DR",14
"2528",211,2012,"Ast",2
"2529",211,2012,"TO",6
"2530",211,2012,"Stl",0
"2531",211,2012,"Blk",0
"2532",211,2012,"PF",-5
"2533",212,2012,"FGM",4
"2534",212,2012,"FGA",7
"2535",212,2012,"FGM3",-4
"2536",212,2012,"FGA3",0
"2537",212,2012,"FTM",3
"2538",212,2012,"OR",5
"2539",212,2012,"DR",-4
"2540",212,2012,"Ast",-1
"2541",212,2012,"TO",-3
"2542",212,2012,"Stl",2
"2543",212,2012,"Blk",5
"2544",212,2012,"PF",-7
"2545",213,2012,"FGM",1
"2546",213,2012,"FGA",-3
"2547",213,2012,"FGM3",1
"2548",213,2012,"FGA3",7
"2549",213,2012,"FTM",0
"2550",213,2012,"OR",-2
"2551",213,2012,"DR",3
"2552",213,2012,"Ast",-4
"2553",213,2012,"TO",-1
"2554",213,2012,"Stl",0
"2555",213,2012,"Blk",-1
"2556",213,2012,"PF",0
"2557",214,2012,"FGM",0
"2558",214,2012,"FGA",-10
"2559",214,2012,"FGM3",-1
"2560",214,2012,"FGA3",-6
"2561",214,2012,"FTM",10
"2562",214,2012,"OR",2
"2563",214,2012,"DR",8
"2564",214,2012,"Ast",-1
"2565",214,2012,"TO",6
"2566",214,2012,"Stl",4
"2567",214,2012,"Blk",5
"2568",214,2012,"PF",-3
"2569",215,2012,"FGM",5
"2570",215,2012,"FGA",1
"2571",215,2012,"FGM3",7
"2572",215,2012,"FGA3",10
"2573",215,2012,"FTM",7
"2574",215,2012,"OR",6
"2575",215,2012,"DR",10
"2576",215,2012,"Ast",7
"2577",215,2012,"TO",2
"2578",215,2012,"Stl",-5
"2579",215,2012,"Blk",6
"2580",215,2012,"PF",-1
"2581",216,2012,"FGM",7
"2582",216,2012,"FGA",2
"2583",216,2012,"FGM3",-4
"2584",216,2012,"FGA3",-4
"2585",216,2012,"FTM",-4
"2586",216,2012,"OR",2
"2587",216,2012,"DR",4
"2588",216,2012,"Ast",6
"2589",216,2012,"TO",-2
"2590",216,2012,"Stl",-2
"2591",216,2012,"Blk",-1
"2592",216,2012,"PF",1
"2593",217,2012,"FGM",0
"2594",217,2012,"FGA",2
"2595",217,2012,"FGM3",2
"2596",217,2012,"FGA3",4
"2597",217,2012,"FTM",-1
"2598",217,2012,"OR",1
"2599",217,2012,"DR",-2
"2600",217,2012,"Ast",5
"2601",217,2012,"TO",-2
"2602",217,2012,"Stl",-1
"2603",217,2012,"Blk",-1
"2604",217,2012,"PF",-7
"2605",218,2012,"FGM",10
"2606",218,2012,"FGA",6
"2607",218,2012,"FGM3",1
"2608",218,2012,"FGA3",5
"2609",218,2012,"FTM",5
"2610",218,2012,"OR",7
"2611",218,2012,"DR",9
"2612",218,2012,"Ast",-1
"2613",218,2012,"TO",-1
"2614",218,2012,"Stl",1
"2615",218,2012,"Blk",-1
"2616",218,2012,"PF",-5
"2617",219,2012,"FGM",1
"2618",219,2012,"FGA",-4
"2619",219,2012,"FGM3",0
"2620",219,2012,"FGA3",5
"2621",219,2012,"FTM",1
"2622",219,2012,"OR",-5
"2623",219,2012,"DR",-1
"2624",219,2012,"Ast",-3
"2625",219,2012,"TO",-2
"2626",219,2012,"Stl",0
"2627",219,2012,"Blk",6
"2628",219,2012,"PF",-2
"2629",220,2012,"FGM",9
"2630",220,2012,"FGA",-5
"2631",220,2012,"FGM3",-5
"2632",220,2012,"FGA3",-15
"2633",220,2012,"FTM",2
"2634",220,2012,"OR",-3
"2635",220,2012,"DR",11
"2636",220,2012,"Ast",-2
"2637",220,2012,"TO",3
"2638",220,2012,"Stl",-1
"2639",220,2012,"Blk",3
"2640",220,2012,"PF",-5
"2641",221,2012,"FGM",3
"2642",221,2012,"FGA",-13
"2643",221,2012,"FGM3",2
"2644",221,2012,"FGA3",-1
"2645",221,2012,"FTM",7
"2646",221,2012,"OR",-9
"2647",221,2012,"DR",8
"2648",221,2012,"Ast",3
"2649",221,2012,"TO",0
"2650",221,2012,"Stl",-3
"2651",221,2012,"Blk",2
"2652",221,2012,"PF",-4
"2653",222,2012,"FGM",-2
"2654",222,2012,"FGA",-6
"2655",222,2012,"FGM3",0
"2656",222,2012,"FGA3",-8
"2657",222,2012,"FTM",9
"2658",222,2012,"OR",-4
"2659",222,2012,"DR",-4
"2660",222,2012,"Ast",0
"2661",222,2012,"TO",-5
"2662",222,2012,"Stl",3
"2663",222,2012,"Blk",-2
"2664",222,2012,"PF",-4
"2665",223,2012,"FGM",18
"2666",223,2012,"FGA",18
"2667",223,2012,"FGM3",-5
"2668",223,2012,"FGA3",-8
"2669",223,2012,"FTM",-9
"2670",223,2012,"OR",11
"2671",223,2012,"DR",12
"2672",223,2012,"Ast",11
"2673",223,2012,"TO",0
"2674",223,2012,"Stl",0
"2675",223,2012,"Blk",-4
"2676",223,2012,"PF",7
"2677",224,2012,"FGM",8
"2678",224,2012,"FGA",-8
"2679",224,2012,"FGM3",-5
"2680",224,2012,"FGA3",-14
"2681",224,2012,"FTM",3
"2682",224,2012,"OR",-2
"2683",224,2012,"DR",11
"2684",224,2012,"Ast",4
"2685",224,2012,"TO",1
"2686",224,2012,"Stl",0
"2687",224,2012,"Blk",1
"2688",224,2012,"PF",-4
"2689",225,2012,"FGM",3
"2690",225,2012,"FGA",4
"2691",225,2012,"FGM3",-3
"2692",225,2012,"FGA3",-10
"2693",225,2012,"FTM",-1
"2694",225,2012,"OR",7
"2695",225,2012,"DR",5
"2696",225,2012,"Ast",-1
"2697",225,2012,"TO",3
"2698",225,2012,"Stl",-4
"2699",225,2012,"Blk",2
"2700",225,2012,"PF",1
"2701",226,2012,"FGM",2
"2702",226,2012,"FGA",2
"2703",226,2012,"FGM3",2
"2704",226,2012,"FGA3",0
"2705",226,2012,"FTM",13
"2706",226,2012,"OR",-1
"2707",226,2012,"DR",-4
"2708",226,2012,"Ast",6
"2709",226,2012,"TO",-9
"2710",226,2012,"Stl",8
"2711",226,2012,"Blk",4
"2712",226,2012,"PF",-9
"2713",227,2012,"FGM",0
"2714",227,2012,"FGA",-11
"2715",227,2012,"FGM3",-1
"2716",227,2012,"FGA3",-7
"2717",227,2012,"FTM",6
"2718",227,2012,"OR",-7
"2719",227,2012,"DR",4
"2720",227,2012,"Ast",2
"2721",227,2012,"TO",-1
"2722",227,2012,"Stl",4
"2723",227,2012,"Blk",2
"2724",227,2012,"PF",-4
"2725",228,2012,"FGM",-1
"2726",228,2012,"FGA",-7
"2727",228,2012,"FGM3",1
"2728",228,2012,"FGA3",-9
"2729",228,2012,"FTM",4
"2730",228,2012,"OR",-5
"2731",228,2012,"DR",-2
"2732",228,2012,"Ast",-4
"2733",228,2012,"TO",-1
"2734",228,2012,"Stl",4
"2735",228,2012,"Blk",-1
"2736",228,2012,"PF",-1
"2737",229,2012,"FGM",2
"2738",229,2012,"FGA",8
"2739",229,2012,"FGM3",6
"2740",229,2012,"FGA3",5
"2741",229,2012,"FTM",4
"2742",229,2012,"OR",8
"2743",229,2012,"DR",1
"2744",229,2012,"Ast",-2
"2745",229,2012,"TO",-1
"2746",229,2012,"Stl",4
"2747",229,2012,"Blk",-4
"2748",229,2012,"PF",-3
"2749",230,2012,"FGM",0
"2750",230,2012,"FGA",-8
"2751",230,2012,"FGM3",3
"2752",230,2012,"FGA3",-2
"2753",230,2012,"FTM",4
"2754",230,2012,"OR",-2
"2755",230,2012,"DR",7
"2756",230,2012,"Ast",3
"2757",230,2012,"TO",6
"2758",230,2012,"Stl",-2
"2759",230,2012,"Blk",-2
"2760",230,2012,"PF",-5
"2761",231,2012,"FGM",-3
"2762",231,2012,"FGA",-5
"2763",231,2012,"FGM3",-4
"2764",231,2012,"FGA3",-11
"2765",231,2012,"FTM",14
"2766",231,2012,"OR",4
"2767",231,2012,"DR",5
"2768",231,2012,"Ast",-8
"2769",231,2012,"TO",-1
"2770",231,2012,"Stl",0
"2771",231,2012,"Blk",0
"2772",231,2012,"PF",-2
"2773",232,2012,"FGM",5
"2774",232,2012,"FGA",13
"2775",232,2012,"FGM3",6
"2776",232,2012,"FGA3",5
"2777",232,2012,"FTM",1
"2778",232,2012,"OR",10
"2779",232,2012,"DR",3
"2780",232,2012,"Ast",2
"2781",232,2012,"TO",-2
"2782",232,2012,"Stl",3
"2783",232,2012,"Blk",1
"2784",232,2012,"PF",-4
"2785",233,2012,"FGM",1
"2786",233,2012,"FGA",-11
"2787",233,2012,"FGM3",-3
"2788",233,2012,"FGA3",-17
"2789",233,2012,"FTM",3
"2790",233,2012,"OR",0
"2791",233,2012,"DR",13
"2792",233,2012,"Ast",5
"2793",233,2012,"TO",11
"2794",233,2012,"Stl",-4
"2795",233,2012,"Blk",-1
"2796",233,2012,"PF",-3
"2797",234,2012,"FGM",6
"2798",234,2012,"FGA",-5
"2799",234,2012,"FGM3",7
"2800",234,2012,"FGA3",-2
"2801",234,2012,"FTM",-3
"2802",234,2012,"OR",0
"2803",234,2012,"DR",9
"2804",234,2012,"Ast",12
"2805",234,2012,"TO",4
"2806",234,2012,"Stl",-4
"2807",234,2012,"Blk",3
"2808",234,2012,"PF",1
"2809",235,2012,"FGM",-1
"2810",235,2012,"FGA",-10
"2811",235,2012,"FGM3",2
"2812",235,2012,"FGA3",-8
"2813",235,2012,"FTM",3
"2814",235,2012,"OR",-10
"2815",235,2012,"DR",-1
"2816",235,2012,"Ast",-4
"2817",235,2012,"TO",-2
"2818",235,2012,"Stl",4
"2819",235,2012,"Blk",3
"2820",235,2012,"PF",2
"2821",236,2012,"FGM",1
"2822",236,2012,"FGA",-9
"2823",236,2012,"FGM3",0
"2824",236,2012,"FGA3",-6
"2825",236,2012,"FTM",7
"2826",236,2012,"OR",-8
"2827",236,2012,"DR",1
"2828",236,2012,"Ast",4
"2829",236,2012,"TO",-4
"2830",236,2012,"Stl",1
"2831",236,2012,"Blk",0
"2832",236,2012,"PF",-7
"2833",237,2012,"FGM",3
"2834",237,2012,"FGA",-3
"2835",237,2012,"FGM3",1
"2836",237,2012,"FGA3",1
"2837",237,2012,"FTM",0
"2838",237,2012,"OR",-4
"2839",237,2012,"DR",1
"2840",237,2012,"Ast",-1
"2841",237,2012,"TO",2
"2842",237,2012,"Stl",3
"2843",237,2012,"Blk",3
"2844",237,2012,"PF",-2
"2845",238,2012,"FGM",2
"2846",238,2012,"FGA",-22
"2847",238,2012,"FGM3",2
"2848",238,2012,"FGA3",-8
"2849",238,2012,"FTM",10
"2850",238,2012,"OR",-16
"2851",238,2012,"DR",7
"2852",238,2012,"Ast",5
"2853",238,2012,"TO",0
"2854",238,2012,"Stl",1
"2855",238,2012,"Blk",8
"2856",238,2012,"PF",-2
"2857",239,2012,"FGM",3
"2858",239,2012,"FGA",9
"2859",239,2012,"FGM3",5
"2860",239,2012,"FGA3",14
"2861",239,2012,"FTM",-8
"2862",239,2012,"OR",1
"2863",239,2012,"DR",-6
"2864",239,2012,"Ast",5
"2865",239,2012,"TO",-4
"2866",239,2012,"Stl",0
"2867",239,2012,"Blk",-2
"2868",239,2012,"PF",-1
"2869",240,2012,"FGM",0
"2870",240,2012,"FGA",0
"2871",240,2012,"FGM3",-1
"2872",240,2012,"FGA3",-2
"2873",240,2012,"FTM",7
"2874",240,2012,"OR",0
"2875",240,2012,"DR",2
"2876",240,2012,"Ast",2
"2877",240,2012,"TO",-2
"2878",240,2012,"Stl",8
"2879",240,2012,"Blk",-3
"2880",240,2012,"PF",-2
"2881",241,2012,"FGM",10
"2882",241,2012,"FGA",-13
"2883",241,2012,"FGM3",6
"2884",241,2012,"FGA3",4
"2885",241,2012,"FTM",8
"2886",241,2012,"OR",-1
"2887",241,2012,"DR",18
"2888",241,2012,"Ast",4
"2889",241,2012,"TO",5
"2890",241,2012,"Stl",1
"2891",241,2012,"Blk",1
"2892",241,2012,"PF",-9
"2893",242,2012,"FGM",1
"2894",242,2012,"FGA",12
"2895",242,2012,"FGM3",-2
"2896",242,2012,"FGA3",6
"2897",242,2012,"FTM",3
"2898",242,2012,"OR",9
"2899",242,2012,"DR",-1
"2900",242,2012,"Ast",-1
"2901",242,2012,"TO",-3
"2902",242,2012,"Stl",3
"2903",242,2012,"Blk",3
"2904",242,2012,"PF",2
"2905",243,2012,"FGM",7
"2906",243,2012,"FGA",-5
"2907",243,2012,"FGM3",-3
"2908",243,2012,"FGA3",-15
"2909",243,2012,"FTM",-7
"2910",243,2012,"OR",-3
"2911",243,2012,"DR",7
"2912",243,2012,"Ast",3
"2913",243,2012,"TO",5
"2914",243,2012,"Stl",-3
"2915",243,2012,"Blk",0
"2916",243,2012,"PF",3
"2917",244,2012,"FGM",-1
"2918",244,2012,"FGA",3
"2919",244,2012,"FGM3",-1
"2920",244,2012,"FGA3",-10
"2921",244,2012,"FTM",6
"2922",244,2012,"OR",9
"2923",244,2012,"DR",-1
"2924",244,2012,"Ast",-2
"2925",244,2012,"TO",-2
"2926",244,2012,"Stl",-1
"2927",244,2012,"Blk",-1
"2928",244,2012,"PF",-9
"2929",245,2012,"FGM",5
"2930",245,2012,"FGA",-3
"2931",245,2012,"FGM3",0
"2932",245,2012,"FGA3",-4
"2933",245,2012,"FTM",4
